submission_id,question,response1,sentence_left,startDate,context_picture,pic,experiment_id,picture2,correct1,question1,problems,enjoyment,item,botresponse,trials,correct2,pic_spec,understand,text,condition,sentence,age,response,comments,ref_spec,picture1,response3,education,target_size,name,languages,sex,RT,correct3,context,trial_number,startTime,attempts,question3,fairprice,question2,response2,correct,trial_name,utterance
1458,What do you think your friend meant?,NA,It is small  relative to other ,Thu Dec 12 2019 10:27:24 GMT-0800 (Pacific Standard Time),images/flower-parade-dandelion.png,images/dandelion.png,30,NA,NA,NA,Good,2,flowers,Barbara,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance: ",1,NA,35,medicine,Interesting,0,NA,NA,graduated_college,small,NA,English,female,,NA,You and your friend see the following:,4,1576175244973,NA,NA,1.20,NA,NA,NA,custom_main_text2,Your friend says: </br><b>That flower is small.</b>
1458,What do you think your friend meant?,NA,It is small  relative to other ,Thu Dec 12 2019 10:27:24 GMT-0800 (Pacific Standard Time),images/fish-parade-goldfish.png,images/goldfish.png,30,NA,NA,NA,Good,2,fish,Barbara,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance: ",1,NA,35,growth,Interesting,2,NA,NA,graduated_college,small,NA,English,female,,NA,You and your friend see the following:,5,1576175244973,NA,NA,1.20,NA,NA,NA,custom_main_text2,Your friend says: </br><b>That one is small.</b>
1458,What do you think your friend meant?,NA,It is small  relative to other ,Thu Dec 12 2019 10:27:24 GMT-0800 (Pacific Standard Time),images/dog-parade-basic.png,images/chihuahua.png,30,NA,NA,NA,Good,2,dogs1,Barbara,NA,NA,0,yes,"Your friend runs far ahead of you, and you see him in the distance: ",1,NA,35,growth,Interesting,1,NA,NA,graduated_college,small,NA,English,female,,NA,You and your friend see the following:,6,1576175244973,NA,NA,1.20,NA,NA,NA,custom_main_text2,Your friend says: </br><b>That chihuahua is small.</b>
1497,<i>What do you think Speaker A meant? </i>,NA,The Empire State Building is tall relative to other ,Thu Dec 12 2019 13:11:35 GMT-0600 (Central Standard Time),NA,NA,30,NA,NA,NA,,,NA,mary,1,NA,NA,yes,NA,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",,buildings,,NA,NA,NA,,NA,comp_class_warmup,english,,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br /><br />,1,1576177895430,1,NA,,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",comp_class_warmup,NA
1497,NA,swordfish,NA,Thu Dec 12 2019 13:11:35 GMT-0600 (Central Standard Time),NA,NA,30,warmup/goldfish.png,swordfish,This is a ,,,fish,mary,NA,goldfish,NA,yes,Please label the pictures below.,NA,NA,,NA,,NA,warmup/swordfish.jpg,fish,,NA,NA,english,,NA,fish,NA,1,1576177895430,1,This is a ,,These are both,goldfish,NA,warmup1,NA
1497,NA,hummingbird,NA,Thu Dec 12 2019 13:11:35 GMT-0600 (Central Standard Time),NA,NA,30,warmup/eagle.jpg,hummingbird,This is a ,,,birds,mary,NA,eagle,NA,yes,Please label the pictures below.,NA,NA,,NA,,NA,warmup/colibri.jpg,birds,,NA,NA,english,,NA,birds,NA,2,1576177895430,1,This is an ,,These are both,eagle,NA,warmup1,NA
1497,NA,chihuahua,NA,Thu Dec 12 2019 13:11:35 GMT-0600 (Central Standard Time),NA,NA,30,warmup/doberman.png,chihuahua,This is a ,,,dogs,mary,NA,doberman,NA,yes,Please label the pictures below.,NA,NA,,NA,,NA,warmup/chihuahua.jpg,dogs,,NA,NA,english,,NA,dogs,NA,3,1576177895430,1,This is a ,,These are both,doberman,NA,warmup1,NA
1497,What do you think your friend meant?,NA,It is big  relative to other ,Thu Dec 12 2019 13:11:35 GMT-0600 (Central Standard Time),images/fish-parade-swordfish.png,images/swordfish.png,30,NA,NA,NA,,,fish,mary,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance: ",1,NA,,fish,,1,NA,NA,,big,NA,english,,,NA,You and your friend see the following:,1,1576177895430,NA,NA,,NA,NA,NA,custom_main_text1,Your friend says: </br><b>That swordfish is big.</b>
1497,What do you think your friend meant?,NA,It is big  relative to other ,Thu Dec 12 2019 13:11:35 GMT-0600 (Central Standard Time),images/bird-parade-basic.png,images/eagle.png,30,NA,NA,NA,,,birds,mary,NA,NA,0,yes,"Your friend runs far ahead of you, and you see him in the distance: ",0,NA,,birds,,0,NA,NA,,big,NA,english,,,NA,You and your friend see the following:,2,1576177895430,NA,NA,,NA,NA,NA,custom_main_text1,Your friend says: </br><b>That's a big bird.</b>
1497,What do you think your friend meant?,NA,It is small  relative to other ,Thu Dec 12 2019 13:11:35 GMT-0600 (Central Standard Time),images/dog-parade-chihuahua.png,images/chihuahua.png,30,NA,NA,NA,,,dogs1,mary,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance: ",0,NA,,dogs,,1,NA,NA,,small,NA,english,,,NA,You and your friend see the following:,3,1576177895430,NA,NA,,NA,NA,NA,custom_main_text1,Your friend says: </br><b>That's a small chihuahua.</b>
1497,What do you think your friend meant?,NA,It is big  relative to other ,Thu Dec 12 2019 13:11:35 GMT-0600 (Central Standard Time),images/dog-parade-basic.png,images/doberman.png,30,NA,NA,NA,,,dogs1,mary,NA,NA,0,yes,"Your friend runs far ahead of you, and you see him in the distance: ",1,NA,,dogs,,2,NA,NA,,big,NA,english,,,NA,You and your friend see the following:,4,1576177895430,NA,NA,,NA,NA,NA,custom_main_text1,Your friend says: </br><b>That one is big.</b>
1497,What do you think your friend meant?,NA,It is small  relative to other ,Thu Dec 12 2019 13:11:35 GMT-0600 (Central Standard Time),images/fish-parade-basic.png,images/goldfish.png,30,NA,NA,NA,,,fish,mary,NA,NA,0,yes,"Your friend runs far ahead of you, and you see him in the distance: ",1,NA,,fish,,1,NA,NA,,small,NA,english,,,NA,You and your friend see the following:,5,1576177895430,NA,NA,,NA,NA,NA,custom_main_text1,Your friend says: </br><b>That goldfish is small.</b>
1497,What do you think your friend meant?,NA,It is small  relative to other ,Thu Dec 12 2019 13:11:35 GMT-0600 (Central Standard Time),images/bird-parade-hummingbird.png,images/hummingbird.png,30,NA,NA,NA,,,birds,mary,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance: ",0,NA,,birds,,0,NA,NA,,small,NA,english,,,NA,You and your friend see the following:,6,1576177895430,NA,NA,,NA,NA,NA,custom_main_text1,Your friend says: </br><b>That's a small bird.</b>
1497,NA,redwood,NA,Thu Dec 12 2019 13:11:35 GMT-0600 (Central Standard Time),NA,NA,30,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a ,,,trees,mary,NA,bonsai,NA,yes,Please label the pictures below.,NA,NA,,NA,,NA,warmup/sequoia.png,trees,,NA,NA,english,,NA,trees,NA,1,1576177895430,1,This is a ,,These are both,bonsai,NA,warmup2,NA
1497,NA,dandelion,NA,Thu Dec 12 2019 13:11:35 GMT-0600 (Central Standard Time),NA,NA,30,warmup/sunflower.png,dandelion,This is a ,,,flowers,mary,NA,sunflower,NA,yes,Please label the pictures below.,NA,NA,,NA,,NA,warmup/dandelion.jpg,flowers,,NA,NA,english,,NA,flowers,NA,2,1576177895430,1,This is a ,,These are both,sunflower,NA,warmup2,NA
1497,NA,pug,NA,Thu Dec 12 2019 13:11:35 GMT-0600 (Central Standard Time),NA,NA,30,warmup/great-dane.jpg,pug,This is a ,,,dogs,mary,NA,great dane,NA,yes,Please label the pictures below.,NA,NA,,NA,,NA,warmup/pug.jpg,dogs,,NA,NA,english,,NA,dogs,NA,3,1576177895430,1,This is a ,,These are both,great dane,NA,warmup2,NA
1497,What do you think your friend meant?,NA,It is small  relative to other ,Thu Dec 12 2019 13:11:35 GMT-0600 (Central Standard Time),images/flower-parade-basic.png,images/dandelion.png,30,NA,NA,NA,,,flowers,mary,NA,NA,0,yes,"Your friend runs far ahead of you, and you see him in the distance: ",1,NA,,flowers,,2,NA,NA,,small,NA,english,,,NA,You and your friend see the following:,1,1576177895430,NA,NA,,NA,NA,NA,custom_main_text2,Your friend says: </br><b>That one is small.</b>
1497,What do you think your friend meant?,NA,It is big  relative to other ,Thu Dec 12 2019 13:11:35 GMT-0600 (Central Standard Time),images/tree-parade-redwood.png,images/redwood.png,30,NA,NA,NA,,,trees,mary,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance: ",1,NA,,trees,,0,NA,NA,,big,NA,english,,,NA,You and your friend see the following:,2,1576177895430,NA,NA,,NA,NA,NA,custom_main_text2,Your friend says: </br><b>That tree is big.</b>
1497,What do you think your friend meant?,NA,It is big  relative to other ,Thu Dec 12 2019 13:11:35 GMT-0600 (Central Standard Time),images/dog-parade-great-dane.png,images/great-dane.png,30,NA,NA,NA,,,dogs2,mary,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance: ",0,NA,,dogs,,2,NA,NA,,big,NA,english,,,NA,You and your friend see the following:,3,1576177895430,NA,NA,,NA,NA,NA,custom_main_text2,Your friend says: </br><b>That's a big one.</b>
1497,What do you think your friend meant?,NA,It is small  relative to other ,Thu Dec 12 2019 13:11:35 GMT-0600 (Central Standard Time),images/tree-parade-basic.png,images/bonsai.png,30,NA,NA,NA,,,trees,mary,NA,NA,0,yes,"Your friend runs far ahead of you, and you see him in the distance: ",0,NA,,trees,,2,NA,NA,,small,NA,english,,,NA,You and your friend see the following:,4,1576177895430,NA,NA,,NA,NA,NA,custom_main_text2,Your friend says: </br><b>That's a small one.</b>
1497,What do you think your friend meant?,NA,It is small  relative to other ,Thu Dec 12 2019 13:11:35 GMT-0600 (Central Standard Time),images/dog-parade-basic2.png,images/pug.png,30,NA,NA,NA,,,dogs2,mary,NA,NA,0,yes,"Your friend runs far ahead of you, and you see him in the distance: ",0,NA,,dogs,,2,NA,NA,,small,NA,english,,,NA,You and your friend see the following:,5,1576177895430,NA,NA,,NA,NA,NA,custom_main_text2,Your friend says: </br><b>That's a small pug.</b>
1497,What do you think your friend meant?,NA,It is big  relative to other ,Thu Dec 12 2019 13:11:35 GMT-0600 (Central Standard Time),images/flower-parade-sunflower.png,images/sunflower.png,30,NA,NA,NA,,,flowers,mary,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance: ",1,NA,,flowers,,0,NA,NA,,big,NA,english,,,NA,You and your friend see the following:,6,1576177895430,NA,NA,,NA,NA,NA,custom_main_text2,Your friend says: </br><b>That flower is big.</b>
1537,<i>What do you think Speaker A meant? </i>,NA,The Empire State Building is tall relative to other ,Fri Dec 13 2019 06:15:58 GMT-0800 (Pacific Standard Time),NA,NA,30,NA,NA,NA,"spelling was annoying.  For example, I got an error because I can't spell chiuwawa...",1,NA,mary,1,NA,NA,,NA,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",,buildings,,NA,NA,NA,,NA,comp_class_warmup,,,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br /><br />,1,1576246558777,1,NA,1.50,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",comp_class_warmup,NA
1537,NA,tall tree,NA,Fri Dec 13 2019 06:15:58 GMT-0800 (Pacific Standard Time),NA,NA,30,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a ,"spelling was annoying.  For example, I got an error because I can't spell chiuwawa...",1,trees,mary,NA,bonsai,NA,,Please label the pictures below.,NA,NA,,NA,,NA,warmup/sequoia.png,trees,,NA,NA,,,NA,trees,NA,1,1576246558777,1,This is a ,1.50,These are both,small tree,NA,warmup1,NA
1537,NA,redwood,NA,Fri Dec 13 2019 06:15:58 GMT-0800 (Pacific Standard Time),NA,NA,30,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a ,"spelling was annoying.  For example, I got an error because I can't spell chiuwawa...",1,trees,mary,NA,bonsai,NA,,Please label the pictures below.,NA,NA,,NA,,NA,warmup/sequoia.png,trees,,NA,NA,,,NA,trees,NA,1,1576246558777,2,This is a ,1.50,These are both,bnosai,NA,warmup1,NA
1537,NA,redwood,NA,Fri Dec 13 2019 06:15:58 GMT-0800 (Pacific Standard Time),NA,NA,30,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a ,"spelling was annoying.  For example, I got an error because I can't spell chiuwawa...",1,trees,mary,NA,bonsai,NA,,Please label the pictures below.,NA,NA,,NA,,NA,warmup/sequoia.png,trees,,NA,NA,,,NA,trees,NA,1,1576246558777,3,This is a ,1.50,These are both,bonsai,NA,warmup1,NA
1537,NA,pug,NA,Fri Dec 13 2019 06:15:58 GMT-0800 (Pacific Standard Time),NA,NA,30,warmup/great-dane.jpg,pug,This is a ,"spelling was annoying.  For example, I got an error because I can't spell chiuwawa...",1,dogs,mary,NA,great dane,NA,,Please label the pictures below.,NA,NA,,NA,,NA,warmup/pug.jpg,dogs,,NA,NA,,,NA,dogs,NA,2,1576246558777,1,This is a ,1.50,These are both,lab,NA,warmup1,NA
1537,NA,pug,NA,Fri Dec 13 2019 06:15:58 GMT-0800 (Pacific Standard Time),NA,NA,30,warmup/great-dane.jpg,pug,This is a ,"spelling was annoying.  For example, I got an error because I can't spell chiuwawa...",1,dogs,mary,NA,great dane,NA,,Please label the pictures below.,NA,NA,,NA,,NA,warmup/pug.jpg,dogs,,NA,NA,,,NA,dogs,NA,2,1576246558777,2,This is a ,1.50,These are both,great dane,NA,warmup1,NA
1537,NA,hummingbird,NA,Fri Dec 13 2019 06:15:58 GMT-0800 (Pacific Standard Time),NA,NA,30,warmup/eagle.jpg,hummingbird,This is a ,"spelling was annoying.  For example, I got an error because I can't spell chiuwawa...",1,birds,mary,NA,eagle,NA,,Please label the pictures below.,NA,NA,,NA,,NA,warmup/colibri.jpg,birds,,NA,NA,,,NA,birds,NA,3,1576246558777,1,This is an ,1.50,These are both,eagle,NA,warmup1,NA
1537,What do you think your friend meant?,NA,It is big  relative to other ,Fri Dec 13 2019 06:15:58 GMT-0800 (Pacific Standard Time),images/dog-parade-basic2.png,images/great-dane.png,30,NA,NA,NA,"spelling was annoying.  For example, I got an error because I can't spell chiuwawa...",1,dogs2,mary,NA,NA,0,,"Your friend runs far ahead of you, and you see him in the distance: ",0,NA,,dogs,,2,NA,NA,,big,NA,,,,NA,You and your friend see the following:,1,1576246558777,NA,NA,1.50,NA,NA,NA,custom_main_text1,Your friend says: </br><b>That's a big one.</b>
1537,What do you think your friend meant?,NA,It is big  relative to other ,Fri Dec 13 2019 06:15:58 GMT-0800 (Pacific Standard Time),images/bird-parade-eagle.png,images/eagle.png,30,NA,NA,NA,"spelling was annoying.  For example, I got an error because I can't spell chiuwawa...",1,birds,mary,NA,NA,1,,"Your friend runs far ahead of you, and you see him in the distance: ",0,NA,,birds,,2,NA,NA,,big,NA,,,,NA,You and your friend see the following:,2,1576246558777,NA,NA,1.50,NA,NA,NA,custom_main_text1,Your friend says: </br><b>That's a big one.</b>
1537,What do you think your friend meant?,NA,It is small  relative to other ,Fri Dec 13 2019 06:15:58 GMT-0800 (Pacific Standard Time),images/dog-parade-pug.png,images/pug.png,30,NA,NA,NA,"spelling was annoying.  For example, I got an error because I can't spell chiuwawa...",1,dogs2,mary,NA,NA,1,,"Your friend runs far ahead of you, and you see him in the distance: ",0,NA,,dogs,,2,NA,NA,,small,NA,,,,NA,You and your friend see the following:,3,1576246558777,NA,NA,1.50,NA,NA,NA,custom_main_text1,Your friend says: </br><b>That's a small one.</b>
1537,What do you think your friend meant?,NA,It is small  relative to other ,Fri Dec 13 2019 06:15:58 GMT-0800 (Pacific Standard Time),images/tree-parade-bonsai.png,images/bonsai.png,30,NA,NA,NA,"spelling was annoying.  For example, I got an error because I can't spell chiuwawa...",1,trees,mary,NA,NA,1,,"Your friend runs far ahead of you, and you see him in the distance: ",0,NA,,bonsai,,1,NA,NA,,small,NA,,,,NA,You and your friend see the following:,4,1576246558777,NA,NA,1.50,NA,NA,NA,custom_main_text1,Your friend says: </br><b>That's a small bonsai.</b>
1537,What do you think your friend meant?,NA,It is big  relative to other ,Fri Dec 13 2019 06:15:58 GMT-0800 (Pacific Standard Time),images/tree-parade-basic.png,images/redwood.png,30,NA,NA,NA,"spelling was annoying.  For example, I got an error because I can't spell chiuwawa...",1,trees,mary,NA,NA,0,,"Your friend runs far ahead of you, and you see him in the distance: ",1,NA,,trees,,0,NA,NA,,big,NA,,,,NA,You and your friend see the following:,5,1576246558777,NA,NA,1.50,NA,NA,NA,custom_main_text1,Your friend says: </br><b>That tree is big.</b>
1537,What do you think your friend meant?,NA,It is small  relative to other ,Fri Dec 13 2019 06:15:58 GMT-0800 (Pacific Standard Time),images/bird-parade-basic.png,images/hummingbird.png,30,NA,NA,NA,"spelling was annoying.  For example, I got an error because I can't spell chiuwawa...",1,birds,mary,NA,NA,0,,"Your friend runs far ahead of you, and you see him in the distance: ",0,NA,,birds,,0,NA,NA,,small,NA,,,,NA,You and your friend see the following:,6,1576246558777,NA,NA,1.50,NA,NA,NA,custom_main_text1,Your friend says: </br><b>That's a small bird.</b>
1537,NA,dandylion,NA,Fri Dec 13 2019 06:15:58 GMT-0800 (Pacific Standard Time),NA,NA,30,warmup/sunflower.png,dandelion,This is a ,"spelling was annoying.  For example, I got an error because I can't spell chiuwawa...",1,flowers,mary,NA,sunflower,NA,,Please label the pictures below.,NA,NA,,NA,,NA,warmup/dandelion.jpg,flowers,,NA,NA,,,NA,flowers,NA,1,1576246558777,1,This is a ,1.50,These are both,sunflower,NA,warmup2,NA
1537,NA,dandelion,NA,Fri Dec 13 2019 06:15:58 GMT-0800 (Pacific Standard Time),NA,NA,30,warmup/sunflower.png,dandelion,This is a ,"spelling was annoying.  For example, I got an error because I can't spell chiuwawa...",1,flowers,mary,NA,sunflower,NA,,Please label the pictures below.,NA,NA,,NA,,NA,warmup/dandelion.jpg,flowers,,NA,NA,,,NA,flowers,NA,1,1576246558777,2,This is a ,1.50,These are both,sunflower,NA,warmup2,NA
1537,NA,chiwawa,NA,Fri Dec 13 2019 06:15:58 GMT-0800 (Pacific Standard Time),NA,NA,30,warmup/doberman.png,chihuahua,This is a ,"spelling was annoying.  For example, I got an error because I can't spell chiuwawa...",1,dogs,mary,NA,doberman,NA,,Please label the pictures below.,NA,NA,,NA,,NA,warmup/chihuahua.jpg,dogs,,NA,NA,,,NA,dogs,NA,2,1576246558777,1,This is a ,1.50,These are both,doberman,NA,warmup2,NA
1537,NA,chihuahua,NA,Fri Dec 13 2019 06:15:58 GMT-0800 (Pacific Standard Time),NA,NA,30,warmup/doberman.png,chihuahua,This is a ,"spelling was annoying.  For example, I got an error because I can't spell chiuwawa...",1,dogs,mary,NA,doberman,NA,,Please label the pictures below.,NA,NA,,NA,,NA,warmup/chihuahua.jpg,dogs,,NA,NA,,,NA,dogs,NA,2,1576246558777,2,This is a ,1.50,These are both,doberman,NA,warmup2,NA
1537,NA,marlin,NA,Fri Dec 13 2019 06:15:58 GMT-0800 (Pacific Standard Time),NA,NA,30,warmup/goldfish.png,swordfish,This is a ,"spelling was annoying.  For example, I got an error because I can't spell chiuwawa...",1,fish,mary,NA,goldfish,NA,,Please label the pictures below.,NA,NA,,NA,,NA,warmup/swordfish.jpg,fish,,NA,NA,,,NA,fish,NA,3,1576246558777,1,This is a ,1.50,These are both,goldfish,NA,warmup2,NA
1537,NA,swordfish,NA,Fri Dec 13 2019 06:15:58 GMT-0800 (Pacific Standard Time),NA,NA,30,warmup/goldfish.png,swordfish,This is a ,"spelling was annoying.  For example, I got an error because I can't spell chiuwawa...",1,fish,mary,NA,goldfish,NA,,Please label the pictures below.,NA,NA,,NA,,NA,warmup/swordfish.jpg,fish,,NA,NA,,,NA,fish,NA,3,1576246558777,2,This is a ,1.50,These are both,goldfish,NA,warmup2,NA
1537,What do you think your friend meant?,NA,It is big  relative to other ,Fri Dec 13 2019 06:15:58 GMT-0800 (Pacific Standard Time),images/dog-parade-doberman.png,images/doberman.png,30,NA,NA,NA,"spelling was annoying.  For example, I got an error because I can't spell chiuwawa...",1,dogs1,mary,NA,NA,1,,"Your friend runs far ahead of you, and you see him in the distance: ",0,NA,,dogs,,1,NA,NA,,big,NA,,,,NA,You and your friend see the following:,1,1576246558777,NA,NA,1.50,NA,NA,NA,custom_main_text2,Your friend says: </br><b>That's a big doberman.</b>
1537,What do you think your friend meant?,NA,It is big  relative to other ,Fri Dec 13 2019 06:15:58 GMT-0800 (Pacific Standard Time),images/flower-parade-basic.png,images/sunflower.png,30,NA,NA,NA,"spelling was annoying.  For example, I got an error because I can't spell chiuwawa...",1,flowers,mary,NA,NA,0,,"Your friend runs far ahead of you, and you see him in the distance: ",1,NA,,flowers,,0,NA,NA,,big,NA,,,,NA,You and your friend see the following:,2,1576246558777,NA,NA,1.50,NA,NA,NA,custom_main_text2,Your friend says: </br><b>That flower is big.</b>
1537,What do you think your friend meant?,NA,It is small  relative to other ,Fri Dec 13 2019 06:15:58 GMT-0800 (Pacific Standard Time),images/dog-parade-basic.png,images/chihuahua.png,30,NA,NA,NA,"spelling was annoying.  For example, I got an error because I can't spell chiuwawa...",1,dogs1,mary,NA,NA,0,,"Your friend runs far ahead of you, and you see him in the distance: ",1,NA,,dogs,,1,NA,NA,,small,NA,,,,NA,You and your friend see the following:,3,1576246558777,NA,NA,1.50,NA,NA,NA,custom_main_text2,Your friend says: </br><b>That chihuahua is small.</b>
1537,What do you think your friend meant?,NA,It is big  relative to other ,Fri Dec 13 2019 06:15:58 GMT-0800 (Pacific Standard Time),images/fish-parade-basic.png,images/swordfish.png,30,NA,NA,NA,"spelling was annoying.  For example, I got an error because I can't spell chiuwawa...",1,fish,mary,NA,NA,0,,"Your friend runs far ahead of you, and you see him in the distance: ",1,NA,,fish,,1,NA,NA,,big,NA,,,,NA,You and your friend see the following:,4,1576246558777,NA,NA,1.50,NA,NA,NA,custom_main_text2,Your friend says: </br><b>That swordfish is big.</b>
1537,What do you think your friend meant?,NA,It is small  relative to other ,Fri Dec 13 2019 06:15:58 GMT-0800 (Pacific Standard Time),images/fish-parade-goldfish.png,images/goldfish.png,30,NA,NA,NA,"spelling was annoying.  For example, I got an error because I can't spell chiuwawa...",1,fish,mary,NA,NA,1,,"Your friend runs far ahead of you, and you see him in the distance: ",1,NA,,goldfish,,0,NA,NA,,small,NA,,,,NA,You and your friend see the following:,5,1576246558777,NA,NA,1.50,NA,NA,NA,custom_main_text2,Your friend says: </br><b>That fish is small.</b>
1537,What do you think your friend meant?,NA,It is small  relative to other ,Fri Dec 13 2019 06:15:58 GMT-0800 (Pacific Standard Time),images/flower-parade-dandelion.png,images/dandelion.png,30,NA,NA,NA,"spelling was annoying.  For example, I got an error because I can't spell chiuwawa...",1,flowers,mary,NA,NA,1,,"Your friend runs far ahead of you, and you see him in the distance: ",1,NA,,dandelion,,2,NA,NA,,small,NA,,,,NA,You and your friend see the following:,6,1576246558777,NA,NA,1.50,NA,NA,NA,custom_main_text2,Your friend says: </br><b>That one is small.</b>
1303,<i>What do you think Speaker A meant? </i>,NA,The Empire State Building is tall relative to other ,Thu Dec 12 2019 13:12:01 GMT-0500 (Eastern Standard Time),NA,NA,30,NA,NA,NA,No,2,NA,margaret,1,NA,NA,yes,NA,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",35,buildings,Best of luck with your research!,NA,NA,NA,higher_degree,NA,comp_class_warmup,English,male,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br /><br />,1,1576174321267,1,NA,1.00,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",comp_class_warmup,NA
1303,NA,dandilion,NA,Thu Dec 12 2019 13:12:01 GMT-0500 (Eastern Standard Time),NA,NA,30,warmup/sunflower.png,dandelion,This is a ,No,2,flowers,margaret,NA,sunflower,NA,yes,Please label the pictures below.,NA,NA,35,NA,Best of luck with your research!,NA,warmup/dandelion.jpg,flowers,higher_degree,NA,NA,English,male,NA,flowers,NA,1,1576174321267,1,This is a ,1.00,These are both,sunflower,NA,warmup1,NA
1303,NA,dandelion,NA,Thu Dec 12 2019 13:12:01 GMT-0500 (Eastern Standard Time),NA,NA,30,warmup/sunflower.png,dandelion,This is a ,No,2,flowers,margaret,NA,sunflower,NA,yes,Please label the pictures below.,NA,NA,35,NA,Best of luck with your research!,NA,warmup/dandelion.jpg,flowers,higher_degree,NA,NA,English,male,NA,flowers,NA,1,1576174321267,2,This is a ,1.00,These are both,sunflower,NA,warmup1,NA
1303,NA,pug,NA,Thu Dec 12 2019 13:12:01 GMT-0500 (Eastern Standard Time),NA,NA,30,warmup/great-dane.jpg,pug,This is a ,No,2,dogs,margaret,NA,great dane,NA,yes,Please label the pictures below.,NA,NA,35,NA,Best of luck with your research!,NA,warmup/pug.jpg,dogs,higher_degree,NA,NA,English,male,NA,dogs,NA,2,1576174321267,1,This is a ,1.00,These are both,bigger dog,NA,warmup1,NA
1303,NA,pug,NA,Thu Dec 12 2019 13:12:01 GMT-0500 (Eastern Standard Time),NA,NA,30,warmup/great-dane.jpg,pug,This is a ,No,2,dogs,margaret,NA,great dane,NA,yes,Please label the pictures below.,NA,NA,35,NA,Best of luck with your research!,NA,warmup/pug.jpg,dogs,higher_degree,NA,NA,English,male,NA,dogs,NA,2,1576174321267,2,This is a ,1.00,These are both,great dane,NA,warmup1,NA
1303,NA,redwood,NA,Thu Dec 12 2019 13:12:01 GMT-0500 (Eastern Standard Time),NA,NA,30,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a ,No,2,trees,margaret,NA,bonsai,NA,yes,Please label the pictures below.,NA,NA,35,NA,Best of luck with your research!,NA,warmup/sequoia.png,trees,higher_degree,NA,NA,English,male,NA,trees,NA,3,1576174321267,1,This is a ,1.00,These are both,bonsai,NA,warmup1,NA
1303,What do you think your friend meant?,NA,It is big  relative to other ,Thu Dec 12 2019 13:12:01 GMT-0500 (Eastern Standard Time),images/dog-parade-basic2.png,images/great-dane.png,30,NA,NA,NA,No,2,dogs2,margaret,NA,NA,0,yes,"Your friend runs far ahead of you, and you see him in the distance: ",0,NA,35,dogs,Best of luck with your research!,1,NA,NA,higher_degree,big,NA,English,male,,NA,You and your friend see the following:,1,1576174321267,NA,NA,1.00,NA,NA,NA,custom_main_text1,Your friend says: </br><b>That's a big great dane.</b>
1303,What do you think your friend meant?,NA,It is big  relative to other ,Thu Dec 12 2019 13:12:01 GMT-0500 (Eastern Standard Time),images/flower-parade-basic.png,images/sunflower.png,30,NA,NA,NA,No,2,flowers,margaret,NA,NA,0,yes,"Your friend runs far ahead of you, and you see him in the distance: ",1,NA,35,flowers,Best of luck with your research!,2,NA,NA,higher_degree,big,NA,English,male,,NA,You and your friend see the following:,2,1576174321267,NA,NA,1.00,NA,NA,NA,custom_main_text1,Your friend says: </br><b>That one is big.</b>
1303,What do you think your friend meant?,NA,It is small  relative to other ,Thu Dec 12 2019 13:12:01 GMT-0500 (Eastern Standard Time),images/dog-parade-pug.png,images/pug.png,30,NA,NA,NA,No,2,dogs2,margaret,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance: ",1,NA,35,dogs,Best of luck with your research!,1,NA,NA,higher_degree,small,NA,English,male,,NA,You and your friend see the following:,3,1576174321267,NA,NA,1.00,NA,NA,NA,custom_main_text1,Your friend says: </br><b>That one is small.</b>
