submission_id,question,target_picture,context_picture,experiment_id,trial_type,problems,enjoyment,item,botresponse,trials,option2,option1,understand,text,sentence,optionLeft,syntax,ref_np,target,age,response,comments,education,target_size,name,languages,sex,RT,context,trial_number,attempts,item_noun,paraphrase,fairprice,correct,adj_cond,trial_name,adj,utterance
2923,What do you think your friend is saying it is small relative to?,images/pug.png,images/dog-parade-basic2.png,42,critical,NA,1,dogs2,elizabeth,NA,dogs,pugs,yes,Your friend points to something in the distance (not shown).,NA,1,pred,prize-winner,pug,22,pugs,NA,graduated_college,small,NA,english,female,28298,You and your friend are at a pet show and you see the following:,2,NA,dogs2_prize,It is small relative to other,1.59,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That prize-winner is a small pug.</b>
2923,What do you think your friend is saying it is small relative to?,images/clownfish_filler.png,images/fish-parade-basic_filler.png,42,filler,NA,1,fish,elizabeth,NA,fish,clownfish,yes,Your friend points to something in the distance (not shown).,NA,1,subj,rescue,clownfish,22,clownfish,NA,graduated_college,small,NA,english,female,14455,You and your friend see the following:,3,NA,fish_rescue,It is small relative to other,1.59,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That clownfish is small.</b>
2923,What do you think your friend is saying it is big relative to?,images/eagle.png,images/bird-parade-basic.png,42,critical,NA,1,birds,elizabeth,NA,birds,eagles,yes,Your friend points to something in the distance (not shown).,NA,1,subj,rescue,eagle,22,eagles,NA,graduated_college,big,NA,english,female,7898,You visit your friend who works at an animal shelter and you see the following:,4,NA,birds_rescue,It is big relative to other,1.59,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big eagle is a rescue.</b>
2923,What do you think your friend is saying it is small relative to?,images/dandelion-landmark.png,images/flower-parade-basic-landmark.png,42,critical,NA,1,flowers,elizabeth,NA,flowers,dandelions,yes,Your friend points to something in the distance (not shown).,NA,1,pred,landmark,dandelion,22,dandelions,NA,graduated_college,small,NA,english,female,21578,You and your friend walk to a cabin you are renting for the weekend for the first time. You go along the path and you see the following:,5,NA,flowers_landmark,It is small relative to other,1.59,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That landmark is a small dandelion.</b>
2923,What do you think your friend is saying it is small relative to?,images/pug-gift.png,images/dog-parade-basic2_stray_wLeash.png,42,critical,NA,1,dogs2,elizabeth,NA,dogs,pugs,yes,Your friend points to something in the distance (not shown).,NA,1,subj,stray,pug,22,pugs,NA,graduated_college,small,NA,english,female,27058,You and your friend take a walk in the city park and you see the following:,6,NA,dogs2_stray,It is small relative to other,1.59,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small pug is a stray.</b>
2923,What do you think your friend is saying it is small relative to?,images/chihuahua_filler.png,images/dog-parade-basic_filler.png,42,filler,NA,1,dogs1,elizabeth,NA,dogs,chihuahuas,yes,Your friend points to something in the distance (not shown).,NA,1,pred,service animal,chihuahua,22,chihuahuas,NA,graduated_college,small,NA,english,female,14219,You and your friend see the following:,7,NA,dogs1_service,It is small relative to other,1.59,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That's a small chihuahua.</b>
2923,What do you think your friend is saying it is big relative to?,images/doberman.png,images/dog-parade-basic.png,42,critical,NA,1,dogs1,elizabeth,NA,dogs,dobermans,yes,Your friend points to something in the distance (not shown).,NA,1,subj,service animal,doberman,22,dobermans,NA,graduated_college,big,NA,english,female,30218,You and your friend are at an animal training ground and you see the following:,8,NA,dogs1_service,It is big relative to other,1.59,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big doberman is a service animal.</b>
2923,What do you think your friend is saying it is big relative to?,images/doberman_filler.png,images/dog-parade-basic_filler.png,42,filler,NA,1,dogs1,elizabeth,NA,dogs,dobermans,yes,Your friend points to something in the distance (not shown).,NA,1,pred,rescue,doberman,22,dogs,NA,graduated_college,big,NA,english,female,9213,You and your friend see the following:,9,NA,dogs1_rescue,It is big relative to other,1.59,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That's a big doberman.</b>
2923,What do you think your friend is saying it is big relative to?,images/sunflower_filler.png,images/flower-parade-basic_filler.png,42,filler,NA,1,flowers,elizabeth,NA,flowers,sunflowers,yes,Your friend points to something in the distance (not shown).,NA,1,subj,landmark,sunflower,22,flowers,NA,graduated_college,big,NA,english,female,4801,You and your friend see the following:,10,NA,flowers_landmark,It is big relative to other,1.59,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That sunflower is big.</b>
2923,What do you think your friend is saying it is big relative to?,images/skyscraper-landmark.png,images/buildings-parade-basic.png,42,critical,NA,1,buildings,elizabeth,NA,buildings,skyscrapers,yes,Your friend points to something in the distance (not shown).,NA,1,pred,landmark,skyscraper,22,buildings,NA,graduated_college,big,NA,english,female,7059,You visit your friend who lives in another city. You take a walk and you see the following:,11,NA,buildings_landmark,It is big relative to other,1.59,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That landmark is a big skyscraper.</b>
2923,What do you think your friend is saying it is small relative to?,images/stripmall-landmark-filler.png,images/buildings-parade-basic_filler.png,42,filler,NA,1,buildings,elizabeth,NA,buildings,strip malls,yes,Your friend points to something in the distance (not shown).,NA,1,subj,landmark,strip mall,22,strip,NA,graduated_college,small,NA,english,female,18872,You and your friend see the following:,12,NA,buildings_landmark,It is small relative to other,1.59,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That strip mall is small.</b>
2923,What do you think your friend is saying it is small relative to?,images/hummingbird_filler.png,images/bird-parade-basic_filler.png,42,filler,NA,1,birds,elizabeth,NA,birds,hummingbirds,yes,Your friend points to something in the distance (not shown).,NA,1,pred,rescue,hummingbird,22,hummingbirds,NA,graduated_college,small,NA,english,female,7203,You and your friend see the following:,13,NA,birds_rescue,It is small relative to other,1.59,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That's a small hummingbird.</b>
2923,What do you think your friend is saying it is big relative to?,images/tuna_net.png,images/fish-parade-basic.png,42,critical,NA,1,fish,elizabeth,NA,fish,tunas,yes,Your friend points to something in the distance (not shown).,NA,1,pred,rescue,tuna,22,tunas,NA,graduated_college,big,NA,english,female,5507,You visit your friend who works as a marine biologist and you see the following:,14,NA,fish_rescue,It is big relative to other,1.59,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That rescue is a big tuna.</b>
2923,What do you think your friend is saying it is small relative to?,images/chihuahua-rescue.png,images/dog-parade-basic-rescue.png,42,critical,NA,1,dogs1,elizabeth,NA,dogs,chihuahuas,yes,Your friend points to something in the distance (not shown).,NA,1,subj,rescue,chihuahua,22,dogs,NA,graduated_college,small,NA,english,female,6204,You visit your friend who works at an animal shelter and you see the following:,15,NA,dogs1_rescue,It is small relative to other,1.59,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small chihuahua is a rescue.</b>
2923,What do you think your friend is saying it is big relative to?,images/great-dane_filler.png,images/dog-parade-basic2_filler2.png,42,filler,NA,1,dogs2,elizabeth,NA,dogs,Great Danes,yes,Your friend points to something in the distance (not shown).,NA,1,pred,stray,Great Dane,22,Great,NA,graduated_college,big,NA,english,female,4697,You and your friend see the following:,16,NA,dogs2_stray,It is big relative to other,1.59,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That's a big Great Dane.</b>
2922,<i>What do you think Speaker A meant? </i>,NA,NA,42,NA,NA,1,NA,margaret,1,NA,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,NA,24,buildings,NA,graduated_college,NA,comp_class_warmup,English,female,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1,NA,The Empire State Building is tall relative to other,1.5,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2922,What do you think your friend is saying it is big relative to?,images/doberman_filler.png,images/dog-parade-basic_filler.png,42,filler,NA,1,dogs1,margaret,NA,dogs,dobermans,yes,Your friend points to something in the distance (not shown).,NA,1,subj,rescue,doberman,24,dogs,NA,graduated_college,big,NA,English,female,14786,You and your friend see the following:,1,NA,dogs1_rescue,It is big relative to other,1.5,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That doberman is big.</b>
2922,What do you think your friend is saying it is big relative to?,images/eagle.png,images/bird-parade-basic.png,42,critical,NA,1,birds,margaret,NA,birds,eagles,yes,Your friend points to something in the distance (not shown).,NA,1,pred,rescue,eagle,24,birds,NA,graduated_college,big,NA,English,female,15794,You visit your friend who works at an animal shelter and you see the following:,2,NA,birds_rescue,It is big relative to other,1.5,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That rescue is a big eagle.</b>
2922,What do you think your friend is saying it is big relative to?,images/skyscraper-landmark.png,images/buildings-parade-basic.png,42,critical,NA,1,buildings,margaret,NA,buildings,skyscrapers,yes,Your friend points to something in the distance (not shown).,NA,1,subj,landmark,skyscraper,24,buildings,NA,graduated_college,big,NA,English,female,18907,You visit your friend who lives in another city. You take a walk and you see the following:,3,NA,buildings_landmark,It is big relative to other,1.5,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big skyscraper is a landmark.</b>
2922,What do you think your friend is saying it is big relative to?,images/great-dane-gift.png,images/dog-parade-basic2_stray_wLeash.png,42,critical,NA,1,dogs2,margaret,NA,dogs,Great Danes,yes,Your friend points to something in the distance (not shown).,NA,1,pred,stray,Great Dane,24,dogs,NA,graduated_college,big,NA,English,female,19214,You and your friend take a walk in the city park and you see the following:,4,NA,dogs2_stray,It is big relative to other,1.5,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That stray is a big Great Dane.</b>
2922,What do you think your friend is saying it is small relative to?,images/chihuahua_filler.png,images/dog-parade-basic_filler.png,42,filler,NA,1,dogs1,margaret,NA,dogs,chihuahuas,yes,Your friend points to something in the distance (not shown).,NA,1,pred,service animal,chihuahua,24,dogs,NA,graduated_college,small,NA,English,female,14862,You and your friend see the following:,5,NA,dogs1_service,It is small relative to other,1.5,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That's a small chihuahua.</b>
2922,What do you think your friend is saying it is small relative to?,images/chihuahua-rescue.png,images/dog-parade-basic-rescue.png,42,critical,NA,1,dogs1,margaret,NA,dogs,chihuahuas,yes,Your friend points to something in the distance (not shown).,NA,1,pred,rescue,chihuahua,24,chihuahuas,NA,graduated_college,small,NA,English,female,53495,You visit your friend who works at an animal shelter and you see the following:,6,NA,dogs1_rescue,It is small relative to other,1.5,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That rescue is a small chihuahua.</b>
2922,What do you think your friend is saying it is small relative to?,images/pug_filler.png,images/dog-parade-basic2_filler2.png,42,filler,NA,1,dogs2,margaret,NA,dogs,pugs,yes,Your friend points to something in the distance (not shown).,NA,1,subj,stray,pug,24,dogs,NA,graduated_college,small,NA,English,female,8130,You and your friend see the following:,7,NA,dogs2_stray,It is small relative to other,1.5,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That pug is small.</b>
2922,What do you think your friend is saying it is big relative to?,images/sunflower_filler.png,images/flower-parade-basic_filler.png,42,filler,NA,1,flowers,margaret,NA,flowers,sunflowers,yes,Your friend points to something in the distance (not shown).,NA,1,pred,landmark,sunflower,24,sunflowers,NA,graduated_college,big,NA,English,female,10166,You and your friend see the following:,8,NA,flowers_landmark,It is big relative to other,1.5,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That's a big sunflower.</b>
2922,What do you think your friend is saying it is small relative to?,images/hummingbird_filler.png,images/bird-parade-basic_filler.png,42,filler,NA,1,birds,margaret,NA,birds,hummingbirds,yes,Your friend points to something in the distance (not shown).,NA,1,subj,rescue,hummingbird,24,birds,NA,graduated_college,small,NA,English,female,11801,You and your friend see the following:,9,NA,birds_rescue,It is small relative to other,1.5,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That hummingbird is small.</b>
2922,What do you think your friend is saying it is big relative to?,images/doberman.png,images/dog-parade-basic.png,42,critical,NA,1,dogs1,margaret,NA,dogs,dobermans,yes,Your friend points to something in the distance (not shown).,NA,1,subj,service animal,doberman,24,dobermans,NA,graduated_college,big,NA,English,female,34605,You and your friend are at an animal training ground and you see the following:,10,NA,dogs1_service,It is big relative to other,1.5,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big doberman is a service animal.</b>
2922,What do you think your friend is saying it is big relative to?,images/sunflower_filler.png,images/flower-parade-basic_filler.png,42,filler,NA,1,flowers,margaret,NA,flowers,sunflowers,yes,Your friend points to something in the distance (not shown).,NA,1,pred,present,sunflower,24,sunflowers,NA,graduated_college,big,NA,English,female,4702,You and your friend see the following:,11,NA,flowers_present,It is big relative to other,1.5,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That's a big sunflower.</b>
2922,What do you think your friend is saying it is small relative to?,images/dandelion-landmark.png,images/flower-parade-basic-landmark.png,42,critical,NA,1,flowers,margaret,NA,flowers,dandelions,yes,Your friend points to something in the distance (not shown).,NA,1,subj,landmark,dandelion,24,dandelions,NA,graduated_college,small,NA,English,female,34021,You and your friend walk to a cabin you are renting for the weekend for the first time. You go along the path and you see the following:,12,NA,flowers_landmark,It is small relative to other,1.5,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small dandelion is a landmark.</b>
2922,What do you think your friend is saying it is big relative to?,images/redwood_filler.png,images/tree-parade-basic_filler.png,42,filler,NA,1,trees,margaret,NA,trees,redwoods,yes,Your friend points to something in the distance (not shown).,NA,1,subj,landmark,redwood,24,trees,NA,graduated_college,big,NA,English,female,20838,You and your friend see the following:,13,NA,trees_landmark,It is big relative to other,1.5,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That redwood is big.</b>
2922,What do you think your friend is saying it is small relative to?,images/stripmall-landmark-filler.png,images/buildings-parade-basic_filler.png,42,filler,NA,1,buildings,margaret,NA,buildings,strip malls,yes,Your friend points to something in the distance (not shown).,NA,1,pred,landmark,strip mall,24,strip,NA,graduated_college,small,NA,English,female,8556,You and your friend see the following:,14,NA,buildings_landmark,It is small relative to other,1.5,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That's a small strip mall.</b>
2922,What do you think your friend is saying it is small relative to?,images/bonsai_stick.png,images/tree-parade-basic.png,42,critical,NA,1,trees,margaret,NA,trees,bonsais,yes,Your friend points to something in the distance (not shown).,NA,1,pred,landmark,bonsai,24,bonsais,NA,graduated_college,small,NA,English,female,23426,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,15,NA,trees_landmark,It is small relative to other,1.5,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That landmark is a small bonsai.</b>
2922,What do you think your friend is saying it is small relative to?,images/dandelion.png,images/flower-parade-basic.png,42,critical,NA,1,flowers,margaret,NA,flowers,dandelions,yes,Your friend points to something in the distance (not shown).,NA,1,subj,present,dandelion,24,flowers,NA,graduated_college,small,NA,English,female,9421,You and your friend are at a garden store and you see the following:,16,NA,flowers_present,It is small relative to other,1.5,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small dandelion is a present.</b>
2921,<i>What do you think Speaker A meant? </i>,NA,NA,42,NA,No,1,NA,Sarah,1,NA,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,NA,24,buildings,NA,graduated_college,NA,comp_class_warmup,English,female,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1,NA,The Empire State Building is tall relative to other,0.5,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2921,What do you think your friend is saying it is big relative to?,images/redwood_sign.png,images/tree-parade-basic.png,42,critical,No,1,trees,Sarah,NA,trees,redwoods,yes,Your friend points to something in the distance (not shown).,NA,1,pred,landmark,redwood,24,trees,NA,graduated_college,big,NA,English,female,23062,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,1,NA,trees_landmark,It is big relative to other,0.5,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That landmark is a big redwood.</b>
2921,What do you think your friend is saying it is small relative to?,images/pug_filler.png,images/dog-parade-basic2_filler2.png,42,filler,No,1,dogs2,Sarah,NA,dogs,pugs,yes,Your friend points to something in the distance (not shown).,NA,1,subj,stray,pug,24,dogs,NA,graduated_college,small,NA,English,female,7302,You and your friend see the following:,2,NA,dogs2_stray,It is small relative to other,0.5,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That pug is small.</b>
2921,What do you think your friend is saying it is small relative to?,images/chihuahua_filler.png,images/dog-parade-basic_filler.png,42,filler,No,1,dogs1,Sarah,NA,dogs,chihuahuas,yes,Your friend points to something in the distance (not shown).,NA,1,pred,service animal,chihuahua,24,chihuahuas,NA,graduated_college,small,NA,English,female,15133,You and your friend see the following:,3,NA,dogs1_service,It is small relative to other,0.5,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That's a small chihuahua.</b>
2921,What do you think your friend is saying it is big relative to?,images/doberman_filler.png,images/dog-parade-basic_filler.png,42,filler,No,1,dogs1,Sarah,NA,dogs,dobermans,yes,Your friend points to something in the distance (not shown).,NA,1,subj,rescue,doberman,24,dobermans,NA,graduated_college,big,NA,English,female,11220,You and your friend see the following:,4,NA,dogs1_rescue,It is big relative to other,0.5,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That doberman is big.</b>
2921,What do you think your friend is saying it is small relative to?,images/clownfish_net.png,images/fish-parade-basic.png,42,critical,No,1,fish,Sarah,NA,fish,clownfish,yes,Your friend points to something in the distance (not shown).,NA,1,pred,rescue,clownfish,24,fish,NA,graduated_college,small,NA,English,female,24468,You visit your friend who works as a marine biologist and you see the following:,5,NA,fish_rescue,It is small relative to other,0.5,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That rescue is a small clownfish.</b>
2921,What do you think your friend is saying it is small relative to?,images/dandelion.png,images/flower-parade-basic.png,42,critical,No,1,flowers,Sarah,NA,flowers,dandelions,yes,Your friend points to something in the distance (not shown).,NA,1,subj,present,dandelion,24,flowers,NA,graduated_college,small,NA,English,female,11316,You and your friend are at a garden store and you see the following:,6,NA,flowers_present,It is small relative to other,0.5,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small dandelion is a present.</b>
2921,What do you think your friend is saying it is small relative to?,images/stripmall-landmark-filler.png,images/buildings-parade-basic_filler.png,42,filler,No,1,buildings,Sarah,NA,buildings,strip malls,yes,Your friend points to something in the distance (not shown).,NA,1,pred,landmark,strip mall,24,strip,NA,graduated_college,small,NA,English,female,22432,You and your friend see the following:,7,NA,buildings_landmark,It is small relative to other,0.5,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That's a small strip mall.</b>
2921,What do you think your friend is saying it is big relative to?,images/doberman.png,images/dog-parade-basic.png,42,critical,No,1,dogs1,Sarah,NA,dogs,dobermans,yes,Your friend points to something in the distance (not shown).,NA,1,subj,service animal,doberman,24,dogs,NA,graduated_college,big,NA,English,female,18522,You and your friend are at an animal training ground and you see the following:,8,NA,dogs1_service,It is big relative to other,0.5,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big doberman is a service animal.</b>
2921,What do you think your friend is saying it is big relative to?,images/sunflower_filler.png,images/flower-parade-basic_filler.png,42,filler,No,1,flowers,Sarah,NA,flowers,sunflowers,yes,Your friend points to something in the distance (not shown).,NA,1,pred,present,sunflower,24,sunflowers,NA,graduated_college,big,NA,English,female,7764,You and your friend see the following:,9,NA,flowers_present,It is big relative to other,0.5,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That's a big sunflower.</b>
2921,What do you think your friend is saying it is big relative to?,images/tuna_filler.png,images/fish-parade-basic_filler.png,42,filler,No,1,fish,Sarah,NA,fish,tunas,yes,Your friend points to something in the distance (not shown).,NA,1,subj,rescue,tuna,24,fish,NA,graduated_college,big,NA,English,female,9880,You and your friend see the following:,10,NA,fish_rescue,It is big relative to other,0.5,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That tuna is big.</b>
2921,What do you think your friend is saying it is small relative to?,images/chihuahua-rescue.png,images/dog-parade-basic-rescue.png,42,critical,No,1,dogs1,Sarah,NA,dogs,chihuahuas,yes,Your friend points to something in the distance (not shown).,NA,1,pred,rescue,chihuahua,24,dogs,NA,graduated_college,small,NA,English,female,8509,You visit your friend who works at an animal shelter and you see the following:,11,NA,dogs1_rescue,It is small relative to other,0.5,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That rescue is a small chihuahua.</b>
2921,What do you think your friend is saying it is big relative to?,images/skyscraper-landmark.png,images/buildings-parade-basic.png,42,critical,No,1,buildings,Sarah,NA,buildings,skyscrapers,yes,Your friend points to something in the distance (not shown).,NA,1,subj,landmark,skyscraper,24,buildings,NA,graduated_college,big,NA,English,female,14493,You visit your friend who lives in another city. You take a walk and you see the following:,12,NA,buildings_landmark,It is big relative to other,0.5,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big skyscraper is a landmark.</b>
2921,What do you think your friend is saying it is big relative to?,images/great-dane-gift.png,images/dog-parade-basic2_stray_wLeash.png,42,critical,No,1,dogs2,Sarah,NA,dogs,Great Danes,yes,Your friend points to something in the distance (not shown).,NA,1,pred,stray,Great Dane,24,dogs,NA,graduated_college,big,NA,English,female,21169,You and your friend take a walk in the city park and you see the following:,13,NA,dogs2_stray,It is big relative to other,0.5,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That stray is a big Great Dane.</b>
2921,What do you think your friend is saying it is small relative to?,images/dandelion-landmark.png,images/flower-parade-basic-landmark.png,42,critical,No,1,flowers,Sarah,NA,flowers,dandelions,yes,Your friend points to something in the distance (not shown).,NA,1,subj,landmark,dandelion,24,flowers,NA,graduated_college,small,NA,English,female,14089,You and your friend walk to a cabin you are renting for the weekend for the first time. You go along the path and you see the following:,14,NA,flowers_landmark,It is small relative to other,0.5,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small dandelion is a landmark.</b>
2921,What do you think your friend is saying it is big relative to?,images/sunflower_filler.png,images/flower-parade-basic_filler.png,42,filler,No,1,flowers,Sarah,NA,flowers,sunflowers,yes,Your friend points to something in the distance (not shown).,NA,1,pred,landmark,sunflower,24,sunflowers,NA,graduated_college,big,NA,English,female,6089,You and your friend see the following:,15,NA,flowers_landmark,It is big relative to other,0.5,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That's a big sunflower.</b>
2921,What do you think your friend is saying it is small relative to?,images/bonsai_filler.png,images/tree-parade-basic_filler.png,42,filler,No,1,trees,Sarah,NA,trees,bonsais,yes,Your friend points to something in the distance (not shown).,NA,1,subj,landmark,bonsai,24,trees,NA,graduated_college,small,NA,English,female,10912,You and your friend see the following:,16,NA,trees_landmark,It is small relative to other,0.5,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That bonsai is small.</b>
2920,<i>What do you think Speaker A meant? </i>,NA,NA,42,NA,no,1,NA,linda,1,NA,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,NA,23,buildings,n/a,graduated_college,NA,comp_class_warmup,English,female,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1,NA,The Empire State Building is tall relative to other,2,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2920,What do you think your friend is saying it is small relative to?,images/chihuahua_filler.png,images/dog-parade-basic_filler.png,42,filler,no,1,dogs1,linda,NA,chihuahuas,dogs,yes,Your friend points to something in the distance (not shown).,NA,0,subj,rescue,chihuahua,23,dogs,n/a,graduated_college,small,NA,English,female,25662,You and your friend see the following:,1,NA,dogs1_rescue,It is small relative to other,2,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That chihuahua is small.</b>
2920,What do you think your friend is saying it is small relative to?,images/chihuahua.png,images/dog-parade-basic.png,42,critical,no,1,dogs1,linda,NA,chihuahuas,dogs,yes,Your friend points to something in the distance (not shown).,NA,0,subj,service animal,chihuahua,23,dogs,n/a,graduated_college,small,NA,English,female,29178,You and your friend are at an animal training ground and you see the following:,2,NA,dogs1_service,It is small relative to other,2,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small chihuahua is a service animal.</b>
2920,What do you think your friend is saying it is small relative to?,images/hummingbird_filler.png,images/bird-parade-basic_filler.png,42,filler,no,1,birds,linda,NA,hummingbirds,birds,yes,Your friend points to something in the distance (not shown).,NA,0,pred,rescue,hummingbird,23,hummingbirds,n/a,graduated_college,small,NA,English,female,19309,You and your friend see the following:,3,NA,birds_rescue,It is small relative to other,2,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That's a small hummingbird.</b>
2920,What do you think your friend is saying it is small relative to?,images/bonsai_stick.png,images/tree-parade-basic.png,42,critical,no,1,trees,linda,NA,bonsais,trees,yes,Your friend points to something in the distance (not shown).,NA,0,pred,landmark,bonsai,23,trees,n/a,graduated_college,small,NA,English,female,11294,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,4,NA,trees_landmark,It is small relative to other,2,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That landmark is a small bonsai.</b>
2920,What do you think your friend is saying it is small relative to?,images/dandelion_filler.png,images/flower-parade-basic_filler.png,42,filler,no,1,flowers,linda,NA,dandelions,flowers,yes,Your friend points to something in the distance (not shown).,NA,0,pred,landmark,dandelion,23,dandelions,n/a,graduated_college,small,NA,English,female,7188,You and your friend see the following:,5,NA,flowers_landmark,It is small relative to other,2,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That's a small dandelion.</b>
2920,What do you think your friend is saying it is small relative to?,images/clownfish_net.png,images/fish-parade-basic.png,42,critical,no,1,fish,linda,NA,clownfish,fish,yes,Your friend points to something in the distance (not shown).,NA,0,pred,rescue,clownfish,23,clownfish,n/a,graduated_college,small,NA,English,female,17505,You visit your friend who works as a marine biologist and you see the following:,6,NA,fish_rescue,It is small relative to other,2,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That rescue is a small clownfish.</b>
2920,What do you think your friend is saying it is big relative to?,images/great-dane_filler.png,images/dog-parade-basic2_filler2.png,42,filler,no,1,dogs2,linda,NA,Great Danes,dogs,yes,Your friend points to something in the distance (not shown).,NA,0,pred,stray,Great Dane,23,dogs,n/a,graduated_college,big,NA,English,female,11350,You and your friend see the following:,7,NA,dogs2_stray,It is big relative to other,2,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That's a big Great Dane.</b>
2920,What do you think your friend is saying it is big relative to?,images/redwood_filler.png,images/tree-parade-basic_filler.png,42,filler,no,1,trees,linda,NA,redwoods,trees,yes,Your friend points to something in the distance (not shown).,NA,0,subj,landmark,redwood,23,trees,n/a,graduated_college,big,NA,English,female,9621,You and your friend see the following:,8,NA,trees_landmark,It is big relative to other,2,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That redwood is big.</b>
2920,What do you think your friend is saying it is small relative to?,images/pug-gift.png,images/dog-parade-basic2_stray_wLeash.png,42,critical,no,1,dogs2,linda,NA,pugs,dogs,yes,Your friend points to something in the distance (not shown).,NA,0,subj,stray,pug,23,dogs,n/a,graduated_college,small,NA,English,female,8775,You and your friend take a walk in the city park and you see the following:,9,NA,dogs2_stray,It is small relative to other,2,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small pug is a stray.</b>
2920,What do you think your friend is saying it is small relative to?,images/dandelion_filler.png,images/flower-parade-basic_filler.png,42,filler,no,1,flowers,linda,NA,dandelions,flowers,yes,Your friend points to something in the distance (not shown).,NA,0,subj,present,dandelion,23,flowers,n/a,graduated_college,small,NA,English,female,6319,You and your friend see the following:,10,NA,flowers_present,It is small relative to other,2,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That dandelion is small.</b>
