submission_id,question,response1,target_picture,context_picture,experiment_id,picture2,correct1,trial_type,question1,problems,enjoyment,item,botresponse,trials,correct2,understand,text,sentence,syntax,ref_np,target,age,response,comments,picture1,education,target_size,name,languages,sex,RT,context,trial_number,startTime,attempts,paraphrase,question3,fairprice,response2,correct,adj_cond,trial_name,adj,utterance
2251,What do you think your friend is saying is it big relative to?,NA,images/great-dane.png,images/dog-parade-basic2.png,35,NA,NA,critical,NA,none,2,dogs2,elizabeth,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,prize-winner,Great Dane,44,prizewinners,NA,NA,graduated_college,big,NA,English,female,13353,You and your friend are at a pet show and you see the following:,4,1588869125402,NA,It is big relative to other,NA,1,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That prize-winner is a big Great Dane.</b>
2251,NA,sunflower,NA,NA,35,warmup/sunflower2.png,dandelion,NA,This is a,none,2,flowers,elizabeth,NA,sunflower,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,44,NA,NA,warmup/dandelion2.png,graduated_college,NA,NA,English,female,NA,NA,1,1588869125402,1,NA,This is a,1,dandelion,NA,NA,warmup2,NA,NA
2251,NA,doberman,NA,NA,35,warmup/doberman2.png,chihuahua,NA,This is a,none,2,dogs1,elizabeth,NA,doberman,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,44,NA,NA,warmup/chihuahua2.png,graduated_college,NA,NA,English,female,NA,NA,2,1588869125402,1,NA,This is a,1,chihuahua,NA,NA,warmup2,NA,NA
2251,What do you think your friend is saying is it small relative to?,NA,images/dandelion_filler.png,images/flower-parade-basic_filler.png,35,NA,NA,filler,NA,none,2,flowers,elizabeth,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,gift,dandelion,44,flowers,NA,NA,graduated_college,small,NA,English,female,9697,You and your friend see the following:,1,1588869125402,NA,It is small relative to other,NA,1,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That's a small dandelion.</b>
2251,What do you think your friend is saying is it big relative to?,NA,images/sunflower.png,images/flower-parade-basic.png,35,NA,NA,critical,NA,none,2,flowers,elizabeth,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,gift,sunflower,44,gifts,NA,NA,graduated_college,big,NA,English,female,8090,You and your friend are at their garden and you see the following:,2,1588869125402,NA,It is big relative to other,NA,1,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That big sunflower is a gift.</b>
2251,What do you think your friend is saying is it small relative to?,NA,images/chihuahua.png,images/dog-parade-basic.png,35,NA,NA,critical,NA,none,2,dogs1,elizabeth,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,service animal,chihuahua,44,service animals,NA,NA,graduated_college,small,NA,English,female,11161,You and your friend are at an animal training ground and you see the following:,3,1588869125402,NA,It is small relative to other,NA,1,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That service animal is a small chihuahua.</b>
2251,What do you think your friend is saying is it big relative to?,NA,images/doberman_filler.png,images/dog-parade-basic_filler.png,35,NA,NA,filler,NA,none,2,dogs1,elizabeth,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,service animal,doberman,44,dogs,NA,NA,graduated_college,big,NA,English,female,5230,You and your friend see the following:,4,1588869125402,NA,It is big relative to other,NA,1,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That doberman is big.</b>
2250,<i>What do you think Speaker A meant? </i>,NA,NA,NA,35,NA,NA,NA,NA,None.,2,NA,Elizabeth,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,32,buildings.,NA,NA,graduated_college,NA,comp_class_warmup,English,male,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1588868523254,1,The Empire State Building is tall relative to other,NA,1,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2250,<i>What do you think Speaker A meant? </i>,NA,NA,NA,35,NA,NA,NA,NA,None.,2,NA,Elizabeth,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,32,buildings,NA,NA,graduated_college,NA,comp_class_warmup,English,male,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1588868523254,2,The Empire State Building is tall relative to other,NA,1,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2250,NA,bonsai,NA,NA,35,warmup/bonsai2.png,redwood or sequoia (choose one),NA,This is a,None.,2,trees,Elizabeth,NA,bonsai,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,32,NA,NA,warmup/redwood2.png,graduated_college,NA,NA,English,male,NA,NA,1,1588868523254,1,NA,This is a,1,redwood,NA,NA,warmup1,NA,NA
2250,NA,Great Dane,NA,NA,35,warmup/great-dane2.png,pug,NA,This is a,None.,2,dogs2,Elizabeth,NA,great dane,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,32,NA,NA,warmup/pug2.png,graduated_college,NA,NA,English,male,NA,NA,2,1588868523254,1,NA,This is a,1,pug,NA,NA,warmup1,NA,NA
2250,What do you think your friend is saying is it small relative to?,NA,images/pug_filler.png,images/dog-parade-basic2_filler.png,35,NA,NA,filler,NA,None.,2,dogs2,Elizabeth,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,prize-winner,pug,32,dogs,NA,NA,graduated_college,small,NA,English,male,13616,You and your friend see the following:,1,1588868523254,NA,It is small relative to other,NA,1,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That pug is small.</b>
2250,What do you think your friend is saying is it small relative to?,NA,images/bonsai_stick.png,images/tree-parade-basic.png,35,NA,NA,critical,NA,None.,2,trees,Elizabeth,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,landmark,bonsai,32,landmarks,NA,NA,graduated_college,small,NA,English,male,20234,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,2,1588868523254,NA,It is small relative to other,NA,1,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small bonsai is a landmark.</b>
2250,What do you think your friend is saying is it big relative to?,NA,images/redwood_filler.png,images/tree-parade-basic_filler.png,35,NA,NA,filler,NA,None.,2,trees,Elizabeth,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,landmark,redwood,32,trees,NA,NA,graduated_college,big,NA,English,male,9464,You and your friend see the following:,3,1588868523254,NA,It is big relative to other,NA,1,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That's a big redwood.</b>
2250,What do you think your friend is saying is it big relative to?,NA,images/great-dane.png,images/dog-parade-basic2.png,35,NA,NA,critical,NA,None.,2,dogs2,Elizabeth,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,prize-winner,Great Dane,32,dogs,NA,NA,graduated_college,big,NA,English,male,10876,You and your friend are at a pet show and you see the following:,4,1588868523254,NA,It is big relative to other,NA,1,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That prize-winner is a big Great Dane.</b>
2250,NA,sunflower,NA,NA,35,warmup/sunflower2.png,dandelion,NA,This is a,None.,2,flowers,Elizabeth,NA,sunflower,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,32,NA,NA,warmup/dandelion2.png,graduated_college,NA,NA,English,male,NA,NA,1,1588868523254,1,NA,This is a,1,dandelion,NA,NA,warmup2,NA,NA
2250,NA,eagle,NA,NA,35,warmup/eagle2.png,hummingbird,NA,This is a,None.,2,birds,Elizabeth,NA,eagle,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,32,NA,NA,warmup/hummingbird2.png,graduated_college,NA,NA,English,male,NA,NA,2,1588868523254,1,NA,This is an,1,hummingbird,NA,NA,warmup2,NA,NA
2250,What do you think your friend is saying is it big relative to?,NA,images/eagle_filler.png,images/bird-parade-basic_filler.png,35,NA,NA,filler,NA,None.,2,birds,Elizabeth,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,rescue,eagle,32,birds,NA,NA,graduated_college,big,NA,English,male,9596,You and your friend see the following:,1,1588868523254,NA,It is big relative to other,NA,1,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That's a big eagle.</b>
2250,What do you think your friend is saying is it big relative to?,NA,images/sunflower_filler.png,images/flower-parade-basic_filler.png,35,NA,NA,filler,NA,None.,2,flowers,Elizabeth,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,gift,sunflower,32,flowers,NA,NA,graduated_college,big,NA,English,male,9465,You and your friend see the following:,2,1588868523254,NA,It is big relative to other,NA,1,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That sunflower is big.</b>
2250,What do you think your friend is saying is it small relative to?,NA,images/dandelion.png,images/flower-parade-basic.png,35,NA,NA,critical,NA,None.,2,flowers,Elizabeth,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,gift,dandelion,32,flowers,NA,NA,graduated_college,small,NA,English,male,6614,You and your friend are at their garden and you see the following:,3,1588868523254,NA,It is small relative to other,NA,1,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That gift is a small dandelion.</b>
2250,What do you think your friend is saying is it small relative to?,NA,images/hummingbird.png,images/bird-parade-basic.png,35,NA,NA,critical,NA,None.,2,birds,Elizabeth,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,rescue,hummingbird,32,birds,NA,NA,graduated_college,small,NA,English,male,11401,You visit your friend who works at an animal shelter and you see the following:,4,1588868523254,NA,It is small relative to other,NA,1,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That small hummingbird is a rescue.</b>
2249,<i>What do you think Speaker A meant? </i>,NA,NA,NA,35,NA,NA,NA,NA,Nope,1,NA,Margaret,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,38,buildings,Thanks!,NA,graduated_college,NA,comp_class_warmup,English,male,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1588867986476,1,The Empire State Building is tall relative to other,NA,1,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2249,NA,sunflower,NA,NA,35,warmup/sunflower2.png,dandelion,NA,This is a,Nope,1,flowers,Margaret,NA,sunflower,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,38,NA,Thanks!,warmup/dandelion2.png,graduated_college,NA,NA,English,male,NA,NA,1,1588867986476,1,NA,This is a,1,dandelion,NA,NA,warmup1,NA,NA
2249,NA,bonsai,NA,NA,35,warmup/bonsai2.png,redwood or sequoia (choose one),NA,This is a,Nope,1,trees,Margaret,NA,bonsai,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,38,NA,Thanks!,warmup/redwood2.png,graduated_college,NA,NA,English,male,NA,NA,2,1588867986476,1,NA,This is a,1,redwood,NA,NA,warmup1,NA,NA
2249,What do you think your friend is saying is it big relative to?,NA,images/sunflower_filler.png,images/flower-parade-basic_filler.png,35,NA,NA,filler,NA,Nope,1,flowers,Margaret,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,gift,sunflower,38,flowers,Thanks!,NA,graduated_college,big,NA,English,male,5167,You and your friend see the following:,1,1588867986476,NA,It is big relative to other,NA,1,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That sunflower is big.</b>
2249,What do you think your friend is saying is it small relative to?,NA,images/dandelion.png,images/flower-parade-basic.png,35,NA,NA,critical,NA,Nope,1,flowers,Margaret,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,gift,dandelion,38,flowers,Thanks!,NA,graduated_college,small,NA,English,male,7848,You and your friend are at their garden and you see the following:,2,1588867986476,NA,It is small relative to other,NA,1,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That gift is a small dandelion.</b>
2249,What do you think your friend is saying is it big relative to?,NA,images/redwood_filler.png,images/tree-parade-basic_filler.png,35,NA,NA,filler,NA,Nope,1,trees,Margaret,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,landmark,redwood,38,trees,Thanks!,NA,graduated_college,big,NA,English,male,7248,You and your friend see the following:,3,1588867986476,NA,It is big relative to other,NA,1,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That's a big redwood.</b>
2249,What do you think your friend is saying is it small relative to?,NA,images/bonsai_stick.png,images/tree-parade-basic.png,35,NA,NA,critical,NA,Nope,1,trees,Margaret,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,landmark,bonsai,38,landmarks,Thanks!,NA,graduated_college,small,NA,English,male,11391,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,4,1588867986476,NA,It is small relative to other,NA,1,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That landmark is a small bonsai.</b>
2249,NA,great dane,NA,NA,35,warmup/great-dane2.png,pug,NA,This is a,Nope,1,dogs2,Margaret,NA,great dane,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,38,NA,Thanks!,warmup/pug2.png,graduated_college,NA,NA,English,male,NA,NA,1,1588867986476,1,NA,This is a,1,pug,NA,NA,warmup2,NA,NA
2249,NA,doberman,NA,NA,35,warmup/doberman2.png,chihuahua,NA,This is a,Nope,1,dogs1,Margaret,NA,doberman,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,38,NA,Thanks!,warmup/chihuahua2.png,graduated_college,NA,NA,English,male,NA,NA,2,1588867986476,1,NA,This is a,1,chihuahua,NA,NA,warmup2,NA,NA
2249,What do you think your friend is saying is it small relative to?,NA,images/pug_filler.png,images/dog-parade-basic2_filler.png,35,NA,NA,filler,NA,Nope,1,dogs2,Margaret,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,prize-winner,pug,38,dogs,Thanks!,NA,graduated_college,small,NA,English,male,4259,You and your friend see the following:,1,1588867986476,NA,It is small relative to other,NA,1,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That pug is small.</b>
2249,What do you think your friend is saying is it big relative to?,NA,images/great-dane.png,images/dog-parade-basic2.png,35,NA,NA,critical,NA,Nope,1,dogs2,Margaret,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,prize-winner,Great Dane,38,prize winnders,Thanks!,NA,graduated_college,big,NA,English,male,15540,You and your friend are at a pet show and you see the following:,2,1588867986476,NA,It is big relative to other,NA,1,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That big Great Dane is a prize-winner.</b>
2249,What do you think your friend is saying is it small relative to?,NA,images/chihuahua.png,images/dog-parade-basic.png,35,NA,NA,critical,NA,Nope,1,dogs1,Margaret,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,service animal,chihuahua,38,dogs,Thanks!,NA,graduated_college,small,NA,English,male,60295,You and your friend are at an animal training ground and you see the following:,3,1588867986476,NA,It is small relative to other,NA,1,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That small chihuahua is a service animal.</b>
2249,What do you think your friend is saying is it big relative to?,NA,images/doberman_filler.png,images/dog-parade-basic_filler.png,35,NA,NA,filler,NA,Nope,1,dogs1,Margaret,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,service animal,doberman,38,dogs,Thanks!,NA,graduated_college,big,NA,English,male,3610,You and your friend see the following:,4,1588867986476,NA,It is big relative to other,NA,1,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That's a big doberman.</b>
2248,<i>What do you think Speaker A meant? </i>,NA,NA,NA,35,NA,NA,NA,NA,No issues.,2,NA,Jennifer,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,39,buildings,NA,NA,graduated_college,NA,comp_class_warmup,English,male,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1588867589432,1,The Empire State Building is tall relative to other,NA,1,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2248,NA,eagle,NA,NA,35,warmup/eagle2.png,hummingbird,NA,This is a,No issues.,2,birds,Jennifer,NA,eagle,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,39,NA,NA,warmup/hummingbird2.png,graduated_college,NA,NA,English,male,NA,NA,1,1588867589432,1,NA,This is an,1,hummingbird,NA,NA,warmup1,NA,NA
2248,NA,bonsai,NA,NA,35,warmup/bonsai2.png,redwood or sequoia (choose one),NA,This is a,No issues.,2,trees,Jennifer,NA,bonsai,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,39,NA,NA,warmup/redwood2.png,graduated_college,NA,NA,English,male,NA,NA,2,1588867589432,1,NA,This is a,1,redwood,NA,NA,warmup1,NA,NA
2248,What do you think your friend is saying is it big relative to?,NA,images/redwood_filler.png,images/tree-parade-basic_filler.png,35,NA,NA,filler,NA,No issues.,2,trees,Jennifer,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,landmark,redwood,39,trees,NA,NA,graduated_college,big,NA,English,male,7518,You and your friend see the following:,1,1588867589432,NA,It is big relative to other,NA,1,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That redwood is big.</b>
2248,What do you think your friend is saying is it big relative to?,NA,images/eagle_filler.png,images/bird-parade-basic_filler.png,35,NA,NA,filler,NA,No issues.,2,birds,Jennifer,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,rescue,eagle,39,birds,NA,NA,graduated_college,big,NA,English,male,5808,You and your friend see the following:,2,1588867589432,NA,It is big relative to other,NA,1,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That eagle is big.</b>
2248,What do you think your friend is saying is it small relative to?,NA,images/hummingbird.png,images/bird-parade-basic.png,35,NA,NA,critical,NA,No issues.,2,birds,Jennifer,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,rescue,hummingbird,39,hummingbirds,NA,NA,graduated_college,small,NA,English,male,10787,You visit your friend who works at an animal shelter and you see the following:,3,1588867589432,NA,It is small relative to other,NA,1,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That rescue is a small hummingbird.</b>
2248,What do you think your friend is saying is it small relative to?,NA,images/bonsai_stick.png,images/tree-parade-basic.png,35,NA,NA,critical,NA,No issues.,2,trees,Jennifer,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,landmark,bonsai,39,landmarks,NA,NA,graduated_college,small,NA,English,male,8899,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,4,1588867589432,NA,It is small relative to other,NA,1,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small bonsai is a landmark.</b>
2248,NA,doberman,NA,NA,35,warmup/doberman2.png,chihuahua,NA,This is a,No issues.,2,dogs1,Jennifer,NA,doberman,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,39,NA,NA,warmup/chihuahua2.png,graduated_college,NA,NA,English,male,NA,NA,1,1588867589432,1,NA,This is a,1,chihuaha,NA,NA,warmup2,NA,NA
2248,NA,doberman,NA,NA,35,warmup/doberman2.png,chihuahua,NA,This is a,No issues.,2,dogs1,Jennifer,NA,doberman,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,39,NA,NA,warmup/chihuahua2.png,graduated_college,NA,NA,English,male,NA,NA,1,1588867589432,2,NA,This is a,1,chihuahua,NA,NA,warmup2,NA,NA
2248,NA,sunflower,NA,NA,35,warmup/sunflower2.png,dandelion,NA,This is a,No issues.,2,flowers,Jennifer,NA,sunflower,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,39,NA,NA,warmup/dandelion2.png,graduated_college,NA,NA,English,male,NA,NA,2,1588867589432,1,NA,This is a,1,dandelion,NA,NA,warmup2,NA,NA
2248,What do you think your friend is saying is it small relative to?,NA,images/dandelion_filler.png,images/flower-parade-basic_filler.png,35,NA,NA,filler,NA,No issues.,2,flowers,Jennifer,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,gift,dandelion,39,flowers,NA,NA,graduated_college,small,NA,English,male,12572,You and your friend see the following:,1,1588867589432,NA,It is small relative to other,NA,1,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That's a small dandelion.</b>
2248,What do you think your friend is saying is it small relative to?,NA,images/chihuahua.png,images/dog-parade-basic.png,35,NA,NA,critical,NA,No issues.,2,dogs1,Jennifer,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,service animal,chihuahua,39,service animals,NA,NA,graduated_college,small,NA,English,male,4988,You and your friend are at an animal training ground and you see the following:,2,1588867589432,NA,It is small relative to other,NA,1,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That small chihuahua is a service animal.</b>
2248,What do you think your friend is saying is it big relative to?,NA,images/sunflower.png,images/flower-parade-basic.png,35,NA,NA,critical,NA,No issues.,2,flowers,Jennifer,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,gift,sunflower,39,gifts,NA,NA,graduated_college,big,NA,English,male,7278,You and your friend are at their garden and you see the following:,3,1588867589432,NA,It is big relative to other,NA,1,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That gift is a big sunflower.</b>
2248,What do you think your friend is saying is it big relative to?,NA,images/doberman_filler.png,images/dog-parade-basic_filler.png,35,NA,NA,filler,NA,No issues.,2,dogs1,Jennifer,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,service animal,doberman,39,dogs,NA,NA,graduated_college,big,NA,English,male,5551,You and your friend see the following:,4,1588867589432,NA,It is big relative to other,NA,1,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That's a big doberman.</b>
2247,<i>What do you think Speaker A meant? </i>,NA,NA,NA,35,NA,NA,NA,NA,none,1,NA,Jennifer,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,26,buildings,NA,NA,graduated_high_school,NA,comp_class_warmup,english,male,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1588867356687,1,The Empire State Building is tall relative to other,NA,1.5,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2247,NA,bonsai,NA,NA,35,warmup/bonsai2.png,redwood or sequoia (choose one),NA,This is a,none,1,trees,Jennifer,NA,bonsai,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,26,NA,NA,warmup/redwood2.png,graduated_high_school,NA,NA,english,male,NA,NA,1,1588867356687,1,NA,This is a,1.5,red wood,NA,NA,warmup1,NA,NA
2247,NA,bonsai,NA,NA,35,warmup/bonsai2.png,redwood or sequoia (choose one),NA,This is a,none,1,trees,Jennifer,NA,bonsai,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,26,NA,NA,warmup/redwood2.png,graduated_high_school,NA,NA,english,male,NA,NA,1,1588867356687,2,NA,This is a,1.5,redwood,NA,NA,warmup1,NA,NA
2247,NA,eagle,NA,NA,35,warmup/eagle2.png,hummingbird,NA,This is a,none,1,birds,Jennifer,NA,eagle,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,26,NA,NA,warmup/hummingbird2.png,graduated_high_school,NA,NA,english,male,NA,NA,2,1588867356687,1,NA,This is an,1.5,hummingbird,NA,NA,warmup1,NA,NA
2247,What do you think your friend is saying is it small relative to?,NA,images/hummingbird_filler.png,images/bird-parade-basic_filler.png,35,NA,NA,filler,NA,none,1,birds,Jennifer,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,rescue,hummingbird,26,birds,NA,NA,graduated_high_school,small,NA,english,male,12815,You and your friend see the following:,1,1588867356687,NA,It is small relative to other,NA,1.5,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That hummingbird is small.</b>
2247,What do you think your friend is saying is it big relative to?,NA,images/eagle.png,images/bird-parade-basic.png,35,NA,NA,critical,NA,none,1,birds,Jennifer,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,rescue,eagle,26,birds,NA,NA,graduated_high_school,big,NA,english,male,14314,You visit your friend who works at an animal shelter and you see the following:,2,1588867356687,NA,It is big relative to other,NA,1.5,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big eagle is a rescue.</b>
2247,What do you think your friend is saying is it small relative to?,NA,images/bonsai_stick.png,images/tree-parade-basic.png,35,NA,NA,critical,NA,none,1,trees,Jennifer,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,landmark,bonsai,26,landmarks,NA,NA,graduated_high_school,small,NA,english,male,11160,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,3,1588867356687,NA,It is small relative to other,NA,1.5,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That landmark is a small bonsai.</b>
2247,What do you think your friend is saying is it big relative to?,NA,images/redwood_filler.png,images/tree-parade-basic_filler.png,35,NA,NA,filler,NA,none,1,trees,Jennifer,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,landmark,redwood,26,landmarks,NA,NA,graduated_high_school,big,NA,english,male,7644,You and your friend see the following:,4,1588867356687,NA,It is big relative to other,NA,1.5,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That's a big redwood.</b>
2247,NA,great dane,NA,NA,35,warmup/great-dane2.png,pug,NA,This is a,none,1,dogs2,Jennifer,NA,great dane,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,26,NA,NA,warmup/pug2.png,graduated_high_school,NA,NA,english,male,NA,NA,1,1588867356687,1,NA,This is a,1.5,pug,NA,NA,warmup2,NA,NA
2247,NA,doberman,NA,NA,35,warmup/doberman2.png,chihuahua,NA,This is a,none,1,dogs1,Jennifer,NA,doberman,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,26,NA,NA,warmup/chihuahua2.png,graduated_high_school,NA,NA,english,male,NA,NA,2,1588867356687,1,NA,This is a,1.5,chihuahu,NA,NA,warmup2,NA,NA
2247,NA,doberman,NA,NA,35,warmup/doberman2.png,chihuahua,NA,This is a,none,1,dogs1,Jennifer,NA,doberman,yes,Your turn! Please label the pictures below.,NA,NA,NA,NA,26,NA,NA,warmup/chihuahua2.png,graduated_high_school,NA,NA,english,male,NA,NA,2,1588867356687,2,NA,This is a,1.5,chihuahua,NA,NA,warmup2,NA,NA
2247,What do you think your friend is saying is it big relative to?,NA,images/doberman_filler.png,images/dog-parade-basic_filler.png,35,NA,NA,filler,NA,none,1,dogs1,Jennifer,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,service animal,doberman,26,service dogs,NA,NA,graduated_high_school,big,NA,english,male,14016,You and your friend see the following:,1,1588867356687,NA,It is big relative to other,NA,1.5,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That's a big doberman.</b>
2247,What do you think your friend is saying is it big relative to?,NA,images/great-dane.png,images/dog-parade-basic2.png,35,NA,NA,critical,NA,none,1,dogs2,Jennifer,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,prize-winner,Great Dane,26,dogs,NA,NA,graduated_high_school,big,NA,english,male,7827,You and your friend are at a pet show and you see the following:,2,1588867356687,NA,It is big relative to other,NA,1.5,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That prize-winner is a big Great Dane.</b>
