submission_id,question,response1,startDate,target_picture,context_picture,experiment_id,picture2,correct1,trial_type,question1,problems,enjoyment,item,botresponse,trials,correct2,understand,text,sentence,syntax,ref_np,target,age,response,comments,picture1,response3,education,target_size,name,languages,sex,RT,correct3,context,trial_number,attempts,paraphrase,question3,fairprice,question2,response2,correct,adj_cond,trial_name,adj,utterance
2713,NA,pug,Wed Dec 23 2020 19:39:55 GMT-0600 (CST),NA,NA,37,warmup/great-dane2.png,pug,NA,This is a,Nope,1,dogs2,jennifer,NA,great dane,yes,Please label the pictures below.,NA,NA,NA,NA,26,NA,NA,warmup/pug2.png,dogs,graduated_college,NA,NA,English,female,NA,dogs,NA,1,1,NA,This is a,NA,These are both,great dane,NA,NA,warmup2,NA,NA
2713,NA,Tuna,Wed Dec 23 2020 19:39:55 GMT-0600 (CST),NA,NA,37,warmup/clownfish2.png,tuna,NA,This is a,Nope,1,fish,jennifer,NA,clownfish,yes,Please label the pictures below.,NA,NA,NA,NA,26,NA,NA,warmup/tuna2.png,Fish,graduated_college,NA,NA,English,female,NA,fish,NA,2,1,NA,This is a,NA,These are both,Clownfish,NA,NA,warmup2,NA,NA
2713,What do you think your friend is saying it is big relative to?,NA,Wed Dec 23 2020 19:39:55 GMT-0600 (CST),images/tuna_net.png,images/fish-parade-basic.png,37,NA,NA,critical,NA,Nope,1,fish,jennifer,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,rescue,tuna,26,Tuna fish,NA,NA,NA,graduated_college,big,NA,English,female,19209,NA,You visit your friend who works as a marine biologist and you see the following:,1,NA,It is big relative to other,NA,NA,NA,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That big tuna is a rescue.</b>
2713,What do you think your friend is saying it is small relative to?,NA,Wed Dec 23 2020 19:39:55 GMT-0600 (CST),images/pug.png,images/dog-parade-basic2.png,37,NA,NA,critical,NA,Nope,1,dogs2,jennifer,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,prize-winner,pug,26,Pugs,NA,NA,NA,graduated_college,small,NA,English,female,11227,NA,You and your friend are at a pet show and you see the following:,2,NA,It is small relative to other,NA,NA,NA,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That prize-winner is a small pug.</b>
2712,NA,redwood,Wed Dec 23 2020 17:41:01 GMT-0800 (Pacific Standard Time),NA,NA,37,warmup/bonsai2.png,redwood or sequoia (choose one),NA,This is a,No,1,trees,barbara,NA,bonsai,yes,Please label the pictures below.,NA,NA,NA,NA,18,NA,NA,warmup/redwood2.png,trees,some_college,NA,NA,English,male,NA,trees,NA,1,1,NA,This is a,0.75,These are both,bonsai,NA,NA,warmup1,NA,NA
2712,NA,doberman,Wed Dec 23 2020 17:41:01 GMT-0800 (Pacific Standard Time),NA,NA,37,warmup/chihuahua2.png,doberman,NA,This is a,No,1,dogs1,barbara,NA,chihuahua,yes,Please label the pictures below.,NA,NA,NA,NA,18,NA,NA,warmup/doberman2.png,dogs,some_college,NA,NA,English,male,NA,dogs,NA,2,1,NA,This is a,0.75,These are both,chihuahua,NA,NA,warmup1,NA,NA
2712,<i>What do you think Speaker A meant? </i>,NA,Wed Dec 23 2020 17:41:01 GMT-0800 (Pacific Standard Time),NA,NA,37,NA,NA,NA,NA,No,1,NA,barbara,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,18,buildings,NA,NA,NA,some_college,NA,comp_class_warmup,English,male,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1,The Empire State Building is tall relative to other,NA,0.75,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2712,What do you think your friend is saying it is small relative to?,NA,Wed Dec 23 2020 17:41:01 GMT-0800 (Pacific Standard Time),images/bonsai_stick.png,images/tree-parade-basic.png,37,NA,NA,critical,NA,No,1,trees,barbara,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,landmark,bonsai,18,trees,NA,NA,NA,some_college,small,NA,English,male,13681,NA,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,1,NA,It is small relative to other,NA,0.75,NA,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small bonsai is a landmark.</b>
2712,What do you think your friend is saying it is big relative to?,NA,Wed Dec 23 2020 17:41:01 GMT-0800 (Pacific Standard Time),images/doberman.png,images/dog-parade-basic.png,37,NA,NA,critical,NA,No,1,dogs1,barbara,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,service-animal,doberman,18,dogs,NA,NA,NA,some_college,big,NA,English,male,8535,NA,You and your friend are at an animal training ground and you see the following:,2,NA,It is big relative to other,NA,0.75,NA,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That service-animal is a big doberman.</b>
2712,NA,doberman,Wed Dec 23 2020 17:41:01 GMT-0800 (Pacific Standard Time),NA,NA,37,warmup/pug2.png,great dane,NA,This is a,No,1,dogs2,barbara,NA,pug,yes,Please label the pictures below.,NA,NA,NA,NA,18,NA,NA,warmup/great-dane2.png,dogs,some_college,NA,NA,English,male,NA,dogs,NA,1,1,NA,This is a,0.75,These are both,pug,NA,NA,warmup2,NA,NA
2712,NA,great dane,Wed Dec 23 2020 17:41:01 GMT-0800 (Pacific Standard Time),NA,NA,37,warmup/pug2.png,great dane,NA,This is a,No,1,dogs2,barbara,NA,pug,yes,Please label the pictures below.,NA,NA,NA,NA,18,NA,NA,warmup/great-dane2.png,dogs,some_college,NA,NA,English,male,NA,dogs,NA,1,2,NA,This is a,0.75,These are both,pug,NA,NA,warmup2,NA,NA
2712,NA,dandelion,Wed Dec 23 2020 17:41:01 GMT-0800 (Pacific Standard Time),NA,NA,37,warmup/sunflower2.png,dandelion,NA,This is a,No,1,flowers,barbara,NA,sunflower,yes,Please label the pictures below.,NA,NA,NA,NA,18,NA,NA,warmup/dandelion2.png,flowers,some_college,NA,NA,English,male,NA,flowers,NA,2,1,NA,This is a,0.75,These are both,sunflower,NA,NA,warmup2,NA,NA
2712,What do you think your friend is saying it is small relative to?,NA,Wed Dec 23 2020 17:41:01 GMT-0800 (Pacific Standard Time),images/dandelion.png,images/flower-parade-basic.png,37,NA,NA,critical,NA,No,1,flowers,barbara,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,gift,dandelion,18,flowers,NA,NA,NA,some_college,small,NA,English,male,5991,NA,You and your friend are at a garden store and you see the following:,1,NA,It is small relative to other,NA,0.75,NA,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That gift is a small dandelion.</b>
2712,What do you think your friend is saying it is big relative to?,NA,Wed Dec 23 2020 17:41:01 GMT-0800 (Pacific Standard Time),images/great-dane.png,images/dog-parade-basic2.png,37,NA,NA,critical,NA,No,1,dogs2,barbara,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,prize-winner,Great Dane,18,dogs,NA,NA,NA,some_college,big,NA,English,male,4146,NA,You and your friend are at a pet show and you see the following:,2,NA,It is big relative to other,NA,0.75,NA,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That big Great Dane is a prize-winner.</b>
2711,NA,dandelion,Wed Dec 23 2020 20:39:53 GMT-0500 (Eastern Standard Time),NA,NA,37,warmup/sunflower2.png,dandelion,NA,This is a,No,1,flowers,elizabeth,NA,sunflower,yes,Please label the pictures below.,NA,NA,NA,NA,19,NA,NA,warmup/dandelion2.png,flowers,some_college,NA,NA,"English, Spanish",male,NA,flowers,NA,1,1,NA,This is a,0.75,These are both,sunflower,NA,NA,warmup1,NA,NA
2711,NA,pug,Wed Dec 23 2020 20:39:53 GMT-0500 (Eastern Standard Time),NA,NA,37,warmup/great-dane2.png,pug,NA,This is a,No,1,dogs2,elizabeth,NA,great dane,yes,Please label the pictures below.,NA,NA,NA,NA,19,NA,NA,warmup/pug2.png,dogs,some_college,NA,NA,"English, Spanish",male,NA,dogs,NA,2,1,NA,This is a,0.75,These are both,Great Dane,NA,NA,warmup1,NA,NA
2711,<i>What do you think Speaker A meant? </i>,NA,Wed Dec 23 2020 20:39:53 GMT-0500 (Eastern Standard Time),NA,NA,37,NA,NA,NA,NA,No,1,NA,elizabeth,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,19,buildings,NA,NA,NA,some_college,NA,comp_class_warmup,"English, Spanish",male,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1,The Empire State Building is tall relative to other,NA,0.75,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2711,What do you think your friend is saying it is big relative to?,NA,Wed Dec 23 2020 20:39:53 GMT-0500 (Eastern Standard Time),images/great-dane.png,images/dog-parade-basic2.png,37,NA,NA,critical,NA,No,1,dogs2,elizabeth,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,prize-winner,Great Dane,19,Great Danes,NA,NA,NA,some_college,big,NA,"English, Spanish",male,18561,NA,You and your friend are at a pet show and you see the following:,1,NA,It is big relative to other,NA,0.75,NA,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That prize-winner is a big Great Dane.</b>
2711,What do you think your friend is saying it is big relative to?,NA,Wed Dec 23 2020 20:39:53 GMT-0500 (Eastern Standard Time),images/sunflower.png,images/flower-parade-basic.png,37,NA,NA,critical,NA,No,1,flowers,elizabeth,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,gift,sunflower,19,sunflowers,NA,NA,NA,some_college,big,NA,"English, Spanish",male,19402,NA,You and your friend are at a garden store and you see the following:,2,NA,It is big relative to other,NA,0.75,NA,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big sunflower is a gift.</b>
2711,NA,doberman,Wed Dec 23 2020 20:39:53 GMT-0500 (Eastern Standard Time),NA,NA,37,warmup/chihuahua2.png,doberman,NA,This is a,No,1,dogs1,elizabeth,NA,chihuahua,yes,Please label the pictures below.,NA,NA,NA,NA,19,NA,NA,warmup/doberman2.png,dogs,some_college,NA,NA,"English, Spanish",male,NA,dogs,NA,1,1,NA,This is a,0.75,These are both,chihuahua,NA,NA,warmup2,NA,NA
2711,NA,bonsai,Wed Dec 23 2020 20:39:53 GMT-0500 (Eastern Standard Time),NA,NA,37,warmup/redwood2.png,bonsai,NA,This is a,No,1,trees,elizabeth,NA,redwood or sequoia (choose one),yes,Please label the pictures below.,NA,NA,NA,NA,19,NA,NA,warmup/bonsai2.png,trees,some_college,NA,NA,"English, Spanish",male,NA,trees,NA,2,1,NA,This is a,0.75,These are both,redwood,NA,NA,warmup2,NA,NA
2711,What do you think your friend is saying it is small relative to?,NA,Wed Dec 23 2020 20:39:53 GMT-0500 (Eastern Standard Time),images/bonsai_stick.png,images/tree-parade-basic.png,37,NA,NA,critical,NA,No,1,trees,elizabeth,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,landmark,bonsai,19,landmarks,NA,NA,NA,some_college,small,NA,"English, Spanish",male,15632,NA,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,1,NA,It is small relative to other,NA,0.75,NA,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That landmark is a small bonsai.</b>
2711,What do you think your friend is saying it is small relative to?,NA,Wed Dec 23 2020 20:39:53 GMT-0500 (Eastern Standard Time),images/chihuahua.png,images/dog-parade-basic.png,37,NA,NA,critical,NA,No,1,dogs1,elizabeth,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,service-animal,chihuahua,19,chihuahuas,NA,NA,NA,some_college,small,NA,"English, Spanish",male,7092,NA,You and your friend are at an animal training ground and you see the following:,2,NA,It is small relative to other,NA,0.75,NA,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That small chihuahua is a service-animal.</b>
2710,NA,clownfish,Wed Dec 23 2020 20:38:17 GMT-0500 (Eastern Standard Time),NA,NA,37,warmup/tuna2.png,clownfish,NA,This is a,no,1,fish,elizabeth,NA,tuna,yes,Please label the pictures below.,NA,NA,NA,NA,47,NA,NA,warmup/clownfish2.png,fish,some_college,NA,NA,English,female,NA,fish,NA,1,1,NA,This is a,1,These are both,tuna,NA,NA,warmup1,NA,NA
2710,NA,pug,Wed Dec 23 2020 20:38:17 GMT-0500 (Eastern Standard Time),NA,NA,37,warmup/great-dane2.png,pug,NA,This is a,no,1,dogs2,elizabeth,NA,great dane,yes,Please label the pictures below.,NA,NA,NA,NA,47,NA,NA,warmup/pug2.png,dogs,some_college,NA,NA,English,female,NA,dogs,NA,2,1,NA,This is a,1,These are both,great dane,NA,NA,warmup1,NA,NA
2710,<i>What do you think Speaker A meant? </i>,NA,Wed Dec 23 2020 20:38:17 GMT-0500 (Eastern Standard Time),NA,NA,37,NA,NA,NA,NA,no,1,NA,elizabeth,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,47,buildings,NA,NA,NA,some_college,NA,comp_class_warmup,English,female,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1,The Empire State Building is tall relative to other,NA,1,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2710,What do you think your friend is saying it is small relative to?,NA,Wed Dec 23 2020 20:38:17 GMT-0500 (Eastern Standard Time),images/clownfish_net.png,images/fish-parade-basic.png,37,NA,NA,critical,NA,no,1,fish,elizabeth,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,rescue,clownfish,47,fish,NA,NA,NA,some_college,small,NA,English,female,21514,NA,You visit your friend who works as a marine biologist and you see the following:,1,NA,It is small relative to other,NA,1,NA,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That rescue is a small clownfish.</b>
2710,What do you think your friend is saying it is big relative to?,NA,Wed Dec 23 2020 20:38:17 GMT-0500 (Eastern Standard Time),images/great-dane-gift.png,images/dog-parade-basic2-gift.png,37,NA,NA,critical,NA,no,1,dogs2,elizabeth,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,gift,Great Dane,47,Great Danes,NA,NA,NA,some_college,big,NA,English,female,32804,NA,You and your friend are at a pet store and you see the following:,2,NA,It is big relative to other,NA,1,NA,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That gift is a big Great Dane.</b>
2710,NA,skyscraper,Wed Dec 23 2020 20:38:17 GMT-0500 (Eastern Standard Time),NA,NA,37,warmup/stripmall2.png,skyscraper,NA,This is a,no,1,buildings,elizabeth,NA,stripmall,yes,Please label the pictures below.,NA,NA,NA,NA,47,NA,NA,warmup/skyscraper2.png,buildings,some_college,NA,NA,English,female,NA,buildings,NA,1,1,NA,This is a,1,These are both,strip mall,NA,NA,warmup2,NA,NA
2710,NA,skyscraper,Wed Dec 23 2020 20:38:17 GMT-0500 (Eastern Standard Time),NA,NA,37,warmup/stripmall2.png,skyscraper,NA,This is a,no,1,buildings,elizabeth,NA,stripmall,yes,Please label the pictures below.,NA,NA,NA,NA,47,NA,NA,warmup/skyscraper2.png,buildings,some_college,NA,NA,English,female,NA,buildings,NA,1,2,NA,This is a,1,These are both,strip mall,NA,NA,warmup2,NA,NA
2710,NA,skyscraper,Wed Dec 23 2020 20:38:17 GMT-0500 (Eastern Standard Time),NA,NA,37,warmup/stripmall2.png,skyscraper,NA,This is a,no,1,buildings,elizabeth,NA,stripmall,yes,Please label the pictures below.,NA,NA,NA,NA,47,NA,NA,warmup/skyscraper2.png,buildings,some_college,NA,NA,English,female,NA,buildings,NA,1,3,NA,This is a,1,These are both,stripmall,NA,NA,warmup2,NA,NA
2710,NA,doberman,Wed Dec 23 2020 20:38:17 GMT-0500 (Eastern Standard Time),NA,NA,37,warmup/chihuahua2.png,doberman,NA,This is a,no,1,dogs1,elizabeth,NA,chihuahua,yes,Please label the pictures below.,NA,NA,NA,NA,47,NA,NA,warmup/doberman2.png,dogs,some_college,NA,NA,English,female,NA,dogs,NA,2,1,NA,This is a,1,These are both,chihauhau,NA,NA,warmup2,NA,NA
2710,NA,doberman,Wed Dec 23 2020 20:38:17 GMT-0500 (Eastern Standard Time),NA,NA,37,warmup/chihuahua2.png,doberman,NA,This is a,no,1,dogs1,elizabeth,NA,chihuahua,yes,Please label the pictures below.,NA,NA,NA,NA,47,NA,NA,warmup/doberman2.png,dogs,some_college,NA,NA,English,female,NA,dogs,NA,2,2,NA,This is a,1,These are both,chihuahua,NA,NA,warmup2,NA,NA
2710,What do you think your friend is saying it is small relative to?,NA,Wed Dec 23 2020 20:38:17 GMT-0500 (Eastern Standard Time),images/stripmall-landmark.png,images/buildings-parade-basic.png,37,NA,NA,critical,NA,no,1,buildings,elizabeth,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,landmark,stripmall,47,buildings,NA,NA,NA,some_college,small,NA,English,female,31246,NA,You visit your friend who lives in another city. You take a walk and you see the following:,1,NA,It is small relative to other,NA,1,NA,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That small stripmall is a landmark.</b>
2710,What do you think your friend is saying it is big relative to?,NA,Wed Dec 23 2020 20:38:17 GMT-0500 (Eastern Standard Time),images/doberman.png,images/dog-parade-basic.png,37,NA,NA,critical,NA,no,1,dogs1,elizabeth,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,service-animal,doberman,47,service animals,NA,NA,NA,some_college,big,NA,English,female,20981,NA,You and your friend are at an animal training ground and you see the following:,2,NA,It is big relative to other,NA,1,NA,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That big doberman is a service-animal.</b>
2709,NA,eagle,Wed Dec 23 2020 20:37:47 GMT-0500 (EST),NA,NA,37,warmup/hummingbird2.png,eagle,NA,This is a,no,2,birds,jessica,NA,hummingbird,yes,Please label the pictures below.,NA,NA,NA,NA,57,NA,NA,warmup/eagle2.png,birds,graduated_high_school,NA,NA,English,male,NA,birds,NA,1,1,NA,This is an,NA,These are both,hummingbird,NA,NA,warmup1,NA,NA
2709,NA,pug,Wed Dec 23 2020 20:37:47 GMT-0500 (EST),NA,NA,37,warmup/great-dane2.png,pug,NA,This is a,no,2,dogs2,jessica,NA,great dane,yes,Please label the pictures below.,NA,NA,NA,NA,57,NA,NA,warmup/pug2.png,dogs,graduated_high_school,NA,NA,English,male,NA,dogs,NA,2,1,NA,This is a,NA,These are both,Great Dane,NA,NA,warmup1,NA,NA
2709,<i>What do you think Speaker A meant? </i>,NA,Wed Dec 23 2020 20:37:47 GMT-0500 (EST),NA,NA,37,NA,NA,NA,NA,no,2,NA,jessica,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,57,buildings,NA,NA,NA,graduated_high_school,NA,comp_class_warmup,English,male,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1,The Empire State Building is tall relative to other,NA,NA,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2709,What do you think your friend is saying it is small relative to?,NA,Wed Dec 23 2020 20:37:47 GMT-0500 (EST),images/pug.png,images/dog-parade-basic2.png,37,NA,NA,critical,NA,no,2,dogs2,jessica,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,prize-winner,pug,57,dogs,NA,NA,NA,graduated_high_school,small,NA,English,male,20242,NA,You and your friend are at a pet show and you see the following:,1,NA,It is small relative to other,NA,NA,NA,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That prize-winner is a small pug.</b>
2709,What do you think your friend is saying it is big relative to?,NA,Wed Dec 23 2020 20:37:47 GMT-0500 (EST),images/eagle.png,images/bird-parade-basic.png,37,NA,NA,critical,NA,no,2,birds,jessica,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,rescue,eagle,57,birds,NA,NA,NA,graduated_high_school,big,NA,English,male,19160,NA,You visit your friend who works at an animal shelter and you see the following:,2,NA,It is big relative to other,NA,NA,NA,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That rescue is a big eagle.</b>
2709,NA,strip mall,Wed Dec 23 2020 20:37:47 GMT-0500 (EST),NA,NA,37,warmup/skyscraper2.png,stripmall,NA,This is a,no,2,buildings,jessica,NA,skyscraper,yes,Please label the pictures below.,NA,NA,NA,NA,57,NA,NA,warmup/stripmall2.png,buildings,graduated_high_school,NA,NA,English,male,NA,buildings,NA,1,1,NA,This is a,NA,These are both,skyscraper,NA,NA,warmup2,NA,NA
2709,NA,stripmall,Wed Dec 23 2020 20:37:47 GMT-0500 (EST),NA,NA,37,warmup/skyscraper2.png,stripmall,NA,This is a,no,2,buildings,jessica,NA,skyscraper,yes,Please label the pictures below.,NA,NA,NA,NA,57,NA,NA,warmup/stripmall2.png,buildings,graduated_high_school,NA,NA,English,male,NA,buildings,NA,1,2,NA,This is a,NA,These are both,skyscraper,NA,NA,warmup2,NA,NA
2709,NA,doberman,Wed Dec 23 2020 20:37:47 GMT-0500 (EST),NA,NA,37,warmup/chihuahua2.png,doberman,NA,This is a,no,2,dogs1,jessica,NA,chihuahua,yes,Please label the pictures below.,NA,NA,NA,NA,57,NA,NA,warmup/doberman2.png,dogs,graduated_high_school,NA,NA,English,male,NA,dogs,NA,2,1,NA,This is a,NA,These are both,chihuahua,NA,NA,warmup2,NA,NA
2709,What do you think your friend is saying it is small relative to?,NA,Wed Dec 23 2020 20:37:47 GMT-0500 (EST),images/stripmall-landmark.png,images/buildings-parade-basic.png,37,NA,NA,critical,NA,no,2,buildings,jessica,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,landmark,stripmall,57,buildings,NA,NA,NA,graduated_high_school,small,NA,English,male,15658,NA,You visit your friend who lives in another city. You take a walk and you see the following:,1,NA,It is small relative to other,NA,NA,NA,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That small stripmall is a landmark.</b>
2709,What do you think your friend is saying it is big relative to?,NA,Wed Dec 23 2020 20:37:47 GMT-0500 (EST),images/doberman.png,images/dog-parade-basic.png,37,NA,NA,critical,NA,no,2,dogs1,jessica,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,service-animal,doberman,57,dogs,NA,NA,NA,graduated_high_school,big,NA,English,male,9904,NA,You and your friend are at an animal training ground and you see the following:,2,NA,It is big relative to other,NA,NA,NA,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That big doberman is a service-animal.</b>
2708,NA,clownfish,Wed Dec 23 2020 20:35:07 GMT-0500 (Eastern Standard Time),NA,NA,37,warmup/tuna2.png,clownfish,NA,This is a,NA,2,fish,jennifer,NA,tuna,yes,Please label the pictures below.,NA,NA,NA,NA,22,NA,NA,warmup/clownfish2.png,fish,graduated_college,NA,NA,English,male,NA,fish,NA,1,1,NA,This is a,0.2,These are both,tuna,NA,NA,warmup1,NA,NA
2708,NA,chihuahua,Wed Dec 23 2020 20:35:07 GMT-0500 (Eastern Standard Time),NA,NA,37,warmup/doberman2.png,chihuahua,NA,This is a,NA,2,dogs1,jennifer,NA,doberman,yes,Please label the pictures below.,NA,NA,NA,NA,22,NA,NA,warmup/chihuahua2.png,dogs,graduated_college,NA,NA,English,male,NA,dogs,NA,2,1,NA,This is a,0.2,These are both,doberman,NA,NA,warmup1,NA,NA
2708,<i>What do you think Speaker A meant? </i>,NA,Wed Dec 23 2020 20:35:07 GMT-0500 (Eastern Standard Time),NA,NA,37,NA,NA,NA,NA,NA,2,NA,jennifer,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,22,buildings,NA,NA,NA,graduated_college,NA,comp_class_warmup,English,male,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1,The Empire State Building is tall relative to other,NA,0.2,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2708,What do you think your friend is saying it is big relative to?,NA,Wed Dec 23 2020 20:35:07 GMT-0500 (Eastern Standard Time),images/doberman.png,images/dog-parade-basic.png,37,NA,NA,critical,NA,NA,2,dogs1,jennifer,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,service-animal,doberman,22,dobermans,NA,NA,NA,graduated_college,big,NA,English,male,59406,NA,You and your friend are at an animal training ground and you see the following:,1,NA,It is big relative to other,NA,0.2,NA,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That service-animal is a big doberman.</b>
2708,What do you think your friend is saying it is small relative to?,NA,Wed Dec 23 2020 20:35:07 GMT-0500 (Eastern Standard Time),images/clownfish_net.png,images/fish-parade-basic.png,37,NA,NA,critical,NA,NA,2,fish,jennifer,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,rescue,clownfish,22,fish,NA,NA,NA,graduated_college,small,NA,English,male,23660,NA,You visit your friend who works as a marine biologist and you see the following:,2,NA,It is small relative to other,NA,0.2,NA,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That rescue is a small clownfish.</b>
2708,NA,great dane,Wed Dec 23 2020 20:35:07 GMT-0500 (Eastern Standard Time),NA,NA,37,warmup/pug2.png,great dane,NA,This is a,NA,2,dogs2,jennifer,NA,pug,yes,Please label the pictures below.,NA,NA,NA,NA,22,NA,NA,warmup/great-dane2.png,dogs,graduated_college,NA,NA,English,male,NA,dogs,NA,1,1,NA,This is a,0.2,These are both,pug,NA,NA,warmup2,NA,NA
2708,NA,sunflower,Wed Dec 23 2020 20:35:07 GMT-0500 (Eastern Standard Time),NA,NA,37,warmup/dandelion2.png,sunflower,NA,This is a,NA,2,flowers,jennifer,NA,dandelion,yes,Please label the pictures below.,NA,NA,NA,NA,22,NA,NA,warmup/sunflower2.png,flowers,graduated_college,NA,NA,English,male,NA,flowers,NA,2,1,NA,This is a,0.2,These are both,dandelion,NA,NA,warmup2,NA,NA
2708,What do you think your friend is saying it is small relative to?,NA,Wed Dec 23 2020 20:35:07 GMT-0500 (Eastern Standard Time),images/dandelion-landmark.png,images/flower-parade-basic-landmark.png,37,NA,NA,critical,NA,NA,2,flowers,jennifer,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,landmark,dandelion,22,flowers,NA,NA,NA,graduated_college,small,NA,English,male,30239,NA,You and your friend walk to a cabin you are renting for the weekend for the first time. You go along the path and you see the following:,1,NA,It is small relative to other,NA,0.2,NA,NA,NA,congruent,custom_main_text2,small,Your friend says: <br/><b>That small dandelion is a landmark.</b>
2708,What do you think your friend is saying it is big relative to?,NA,Wed Dec 23 2020 20:35:07 GMT-0500 (Eastern Standard Time),images/great-dane-gift.png,images/dog-parade-basic2-gift.png,37,NA,NA,critical,NA,NA,2,dogs2,jennifer,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,gift,Great Dane,22,dogs,NA,NA,NA,graduated_college,big,NA,English,male,26336,NA,You and your friend are at a pet store and you see the following:,2,NA,It is big relative to other,NA,0.2,NA,NA,NA,congruent,custom_main_text2,big,Your friend says: <br/><b>That big Great Dane is a gift.</b>
