trial_name,trial_number,attempts,response1,response2,response3,picture1,picture2,item,correct3,text,question1,question2,question3,response,name,trials,context,sentence,question,paraphrase,correct,RT,trial_type,context_picture,target_picture,target,target_size,ref_np,adj,adj_cond,syntax,utterance,workerid,startDate,startTime,botresponse,understand,age,sex,education,languages,enjoyment,problems,fairprice,comments,experiment_id
warmup2,1,1,dane,bulldog,dogs,warmup/great-dane2.png,warmup/pug2.png,dogs2,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0008,Tue Jun 23 2020 21:38:29 GMT+0300 (East Africa Time),1592937509853,jennifer,yes,25,female,,English,2,no,1,none,35
warmup2,1,2,great dane,pug,dogs,warmup/great-dane2.png,warmup/pug2.png,dogs2,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0008,Tue Jun 23 2020 21:38:29 GMT+0300 (East Africa Time),1592937509853,jennifer,yes,25,female,,English,2,no,1,none,35
warmup2,2,1,dandelion,sunflower,flowers,warmup/dandelion2.png,warmup/sunflower2.png,flowers,flowers,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0008,Tue Jun 23 2020 21:38:29 GMT+0300 (East Africa Time),1592937509853,jennifer,yes,25,female,,English,2,no,1,none,35
custom_main_text2,1,NA,"NA","NA","NA","NA","NA",flowers,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",flowers,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",11016,filler,images/flower-parade-basic_filler.png,images/dandelion_filler.png,dandelion,small,gift,small,congruent,pred,Your friend says: <br/><b>That's a small dandelion.</b>,workerid_0008,Tue Jun 23 2020 21:38:29 GMT+0300 (East Africa Time),1592937509853,jennifer,yes,25,female,,English,2,no,1,none,35
custom_main_text2,2,NA,"NA","NA","NA","NA","NA",dogs2,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",animals,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",9048,filler,images/dog-parade-basic2_filler.png,images/great-dane_filler.png,Great Dane,big,prize-winner,big,congruent,subj,Your friend says: <br/><b>That Great Dane is big.</b>,workerid_0008,Tue Jun 23 2020 21:38:29 GMT+0300 (East Africa Time),1592937509853,jennifer,yes,25,female,,English,2,no,1,none,35
custom_main_text2,3,NA,"NA","NA","NA","NA","NA",flowers,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",gift flowers,"NA",NA,You and your friend are at their garden and you see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",13303,critical,images/flower-parade-basic.png,images/sunflower.png,sunflower,big,gift,big,congruent,subj,Your friend says: <br/><b>That big sunflower is a gift.</b>,workerid_0008,Tue Jun 23 2020 21:38:29 GMT+0300 (East Africa Time),1592937509853,jennifer,yes,25,female,,English,2,no,1,none,35
custom_main_text2,4,NA,"NA","NA","NA","NA","NA",dogs2,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",pugs,"NA",NA,You and your friend are at a pet show and you see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",11640,critical,images/dog-parade-basic2.png,images/pug.png,pug,small,prize-winner,small,congruent,pred,Your friend says: <br/><b>That prize-winner is a small pug.</b>,workerid_0008,Tue Jun 23 2020 21:38:29 GMT+0300 (East Africa Time),1592937509853,jennifer,yes,25,female,,English,2,no,1,none,35
warmup1,1,1,bonsai,redwood,tree,warmup/bonsai2.png,warmup/redwood2.png,trees,trees,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0009,Tue Jun 23 2020 23:28:00 GMT-0700 (Pacific Daylight Time),1592980080420,susan,,,male,,"English ,latin ",2,no its good,1,its a better experiment to me,35
warmup1,2,1,eagle,hummingbird,birds,warmup/eagle2.png,warmup/hummingbird2.png,birds,birds,Please label the pictures below.,This is a ,These are both ,This is an ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0009,Tue Jun 23 2020 23:28:00 GMT-0700 (Pacific Daylight Time),1592980080420,susan,,,male,,"English ,latin ",2,no its good,1,its a better experiment to me,35
comp_class_warmup,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",building,comp_class_warmup,1,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,"<b> Speaker A: ""The Empire State Building is tall.""</b>",<i>What do you think Speaker A meant? </i>,The Empire State Building is tall relative to other ,"buildings, skyscrapers, houses, constructions (choose one)",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0009,Tue Jun 23 2020 23:28:00 GMT-0700 (Pacific Daylight Time),1592980080420,susan,,,male,,"English ,latin ",2,no its good,1,its a better experiment to me,35
custom_main_text1,1,NA,"NA","NA","NA","NA","NA",birds,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",thats a big eagle,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",44606,filler,images/bird-parade-basic_filler.png,images/eagle_filler.png,eagle,big,rescue,big,congruent,pred,Your friend says: <br/><b>That's a big eagle.</b>,workerid_0009,Tue Jun 23 2020 23:28:00 GMT-0700 (Pacific Daylight Time),1592980080420,susan,,,male,,"English ,latin ",2,no its good,1,its a better experiment to me,35
custom_main_text1,2,NA,"NA","NA","NA","NA","NA",trees,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",bonsai,"NA",NA,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",45763,critical,images/tree-parade-basic.png,images/bonsai_stick.png,bonsai,small,landmark,small,congruent,pred,Your friend says: <br/><b>That landmark is a small bonsai.</b>,workerid_0009,Tue Jun 23 2020 23:28:00 GMT-0700 (Pacific Daylight Time),1592980080420,susan,,,male,,"English ,latin ",2,no its good,1,its a better experiment to me,35
custom_main_text1,3,NA,"NA","NA","NA","NA","NA",birds,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",hummingbird,"NA",NA,You visit your friend who works at an animal shelter and you see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",30400,critical,images/bird-parade-basic.png,images/hummingbird.png,hummingbird,small,rescue,small,congruent,subj,Your friend says: <br/><b>That small hummingbird is a rescue.</b>,workerid_0009,Tue Jun 23 2020 23:28:00 GMT-0700 (Pacific Daylight Time),1592980080420,susan,,,male,,"English ,latin ",2,no its good,1,its a better experiment to me,35
custom_main_text1,4,NA,"NA","NA","NA","NA","NA",trees,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",redwood,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",15299,filler,images/tree-parade-basic_filler.png,images/redwood_filler.png,redwood,big,landmark,big,congruent,subj,Your friend says: <br/><b>That redwood is big.</b>,workerid_0009,Tue Jun 23 2020 23:28:00 GMT-0700 (Pacific Daylight Time),1592980080420,susan,,,male,,"English ,latin ",2,no its good,1,its a better experiment to me,35
warmup2,1,1,great dane,pug,dog,warmup/great-dane2.png,warmup/pug2.png,dogs2,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0009,Tue Jun 23 2020 23:28:00 GMT-0700 (Pacific Daylight Time),1592980080420,susan,,,male,,"English ,latin ",2,no its good,1,its a better experiment to me,35
warmup2,2,1,doberman,chihuhuwa,dog,warmup/doberman2.png,warmup/chihuahua2.png,dogs1,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0009,Tue Jun 23 2020 23:28:00 GMT-0700 (Pacific Daylight Time),1592980080420,susan,,,male,,"English ,latin ",2,no its good,1,its a better experiment to me,35
warmup2,2,2,doberman,chihuhuwa,dog,warmup/doberman2.png,warmup/chihuahua2.png,dogs1,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0009,Tue Jun 23 2020 23:28:00 GMT-0700 (Pacific Daylight Time),1592980080420,susan,,,male,,"English ,latin ",2,no its good,1,its a better experiment to me,35
warmup2,2,3,doberman,chihu hua,dog,warmup/doberman2.png,warmup/chihuahua2.png,dogs1,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0009,Tue Jun 23 2020 23:28:00 GMT-0700 (Pacific Daylight Time),1592980080420,susan,,,male,,"English ,latin ",2,no its good,1,its a better experiment to me,35
warmup2,2,4,doberman,chihuahua,dog,warmup/doberman2.png,warmup/chihuahua2.png,dogs1,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0009,Tue Jun 23 2020 23:28:00 GMT-0700 (Pacific Daylight Time),1592980080420,susan,,,male,,"English ,latin ",2,no its good,1,its a better experiment to me,35
custom_main_text2,1,NA,"NA","NA","NA","NA","NA",dogs1,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",chihuahua,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",22510,filler,images/dog-parade-basic_filler.png,images/chihuahua_filler.png,chihuahua,small,service-animal,small,congruent,pred,Your friend says: <br/><b>That's a small chihuahua.</b>,workerid_0009,Tue Jun 23 2020 23:28:00 GMT-0700 (Pacific Daylight Time),1592980080420,susan,,,male,,"English ,latin ",2,no its good,1,its a better experiment to me,35
custom_main_text2,2,NA,"NA","NA","NA","NA","NA",dogs2,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",big great dane,"NA",NA,You and your friend are at a pet show and you see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",17283,critical,images/dog-parade-basic2.png,images/great-dane.png,Great Dane,big,prize-winner,big,congruent,pred,Your friend says: <br/><b>That prize-winner is a big Great Dane.</b>,workerid_0009,Tue Jun 23 2020 23:28:00 GMT-0700 (Pacific Daylight Time),1592980080420,susan,,,male,,"English ,latin ",2,no its good,1,its a better experiment to me,35
custom_main_text2,3,NA,"NA","NA","NA","NA","NA",dogs1,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",doberman,"NA",NA,You and your friend are at an animal training ground and you see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",11341,critical,images/dog-parade-basic.png,images/doberman.png,doberman,big,service-animal,big,congruent,subj,Your friend says: <br/><b>That big doberman is a service-animal.</b>,workerid_0009,Tue Jun 23 2020 23:28:00 GMT-0700 (Pacific Daylight Time),1592980080420,susan,,,male,,"English ,latin ",2,no its good,1,its a better experiment to me,35
custom_main_text2,4,NA,"NA","NA","NA","NA","NA",dogs2,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",pug,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",7598,filler,images/dog-parade-basic2_filler.png,images/pug_filler.png,pug,small,prize-winner,small,congruent,subj,Your friend says: <br/><b>That pug is small.</b>,workerid_0009,Tue Jun 23 2020 23:28:00 GMT-0700 (Pacific Daylight Time),1592980080420,susan,,,male,,"English ,latin ",2,no its good,1,its a better experiment to me,35
warmup1,1,1,bonsai,redwood,trees,warmup/bonsai2.png,warmup/redwood2.png,trees,trees,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0010,Tue Jun 23 2020 15:02:02 GMT-0400 (Eastern Daylight Time),1592938922732,jennifer,yes,47,male,some_college,english,1,no,1,no comments,35
warmup1,2,1,hummingbird,eagle,birds,warmup/hummingbird2.png,warmup/eagle2.png,birds,birds,Please label the pictures below.,This is a ,These are both ,This is an ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0010,Tue Jun 23 2020 15:02:02 GMT-0400 (Eastern Daylight Time),1592938922732,jennifer,yes,47,male,some_college,english,1,no,1,no comments,35
comp_class_warmup,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",buildings,comp_class_warmup,1,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,"<b> Speaker A: ""The Empire State Building is tall.""</b>",<i>What do you think Speaker A meant? </i>,The Empire State Building is tall relative to other ,"buildings, skyscrapers, houses, constructions (choose one)",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0010,Tue Jun 23 2020 15:02:02 GMT-0400 (Eastern Daylight Time),1592938922732,jennifer,yes,47,male,some_college,english,1,no,1,no comments,35
custom_main_text1,1,NA,"NA","NA","NA","NA","NA",birds,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",birds,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",19456,filler,images/bird-parade-basic_filler.png,images/hummingbird_filler.png,hummingbird,small,rescue,small,congruent,pred,Your friend says: <br/><b>That's a small hummingbird.</b>,workerid_0010,Tue Jun 23 2020 15:02:02 GMT-0400 (Eastern Daylight Time),1592938922732,jennifer,yes,47,male,some_college,english,1,no,1,no comments,35
custom_main_text1,2,NA,"NA","NA","NA","NA","NA",birds,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",birds,"NA",NA,You visit your friend who works at an animal shelter and you see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",17472,critical,images/bird-parade-basic.png,images/eagle.png,eagle,big,rescue,big,congruent,subj,Your friend says: <br/><b>That big eagle is a rescue.</b>,workerid_0010,Tue Jun 23 2020 15:02:02 GMT-0400 (Eastern Daylight Time),1592938922732,jennifer,yes,47,male,some_college,english,1,no,1,no comments,35
custom_main_text1,3,NA,"NA","NA","NA","NA","NA",trees,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",trees,"NA",NA,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",19254,critical,images/tree-parade-basic.png,images/redwood_sign.png,redwood,big,landmark,big,congruent,pred,Your friend says: <br/><b>That landmark is a big redwood.</b>,workerid_0010,Tue Jun 23 2020 15:02:02 GMT-0400 (Eastern Daylight Time),1592938922732,jennifer,yes,47,male,some_college,english,1,no,1,no comments,35
custom_main_text1,4,NA,"NA","NA","NA","NA","NA",trees,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",trees,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",7264,filler,images/tree-parade-basic_filler.png,images/bonsai_filler.png,bonsai,small,landmark,small,congruent,subj,Your friend says: <br/><b>That bonsai is small.</b>,workerid_0010,Tue Jun 23 2020 15:02:02 GMT-0400 (Eastern Daylight Time),1592938922732,jennifer,yes,47,male,some_college,english,1,no,1,no comments,35
warmup2,1,1,doberman,Chihuahua,dogs,warmup/doberman2.png,warmup/chihuahua2.png,dogs1,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0010,Tue Jun 23 2020 15:02:02 GMT-0400 (Eastern Daylight Time),1592938922732,jennifer,yes,47,male,some_college,english,1,no,1,no comments,35
warmup2,2,1,pug,great dane,dogs,warmup/pug2.png,warmup/great-dane2.png,dogs2,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0010,Tue Jun 23 2020 15:02:02 GMT-0400 (Eastern Daylight Time),1592938922732,jennifer,yes,47,male,some_college,english,1,no,1,no comments,35
custom_main_text2,1,NA,"NA","NA","NA","NA","NA",dogs1,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",dogs,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",11424,filler,images/dog-parade-basic_filler.png,images/doberman_filler.png,doberman,big,service-animal,big,congruent,subj,Your friend says: <br/><b>That doberman is big.</b>,workerid_0010,Tue Jun 23 2020 15:02:02 GMT-0400 (Eastern Daylight Time),1592938922732,jennifer,yes,47,male,some_college,english,1,no,1,no comments,35
custom_main_text2,2,NA,"NA","NA","NA","NA","NA",dogs2,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",dogs,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",10984,filler,images/dog-parade-basic2_filler.png,images/great-dane_filler.png,Great Dane,big,prize-winner,big,congruent,pred,Your friend says: <br/><b>That's a big Great Dane.</b>,workerid_0010,Tue Jun 23 2020 15:02:02 GMT-0400 (Eastern Daylight Time),1592938922732,jennifer,yes,47,male,some_college,english,1,no,1,no comments,35
custom_main_text2,3,NA,"NA","NA","NA","NA","NA",dogs2,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",dogs,"NA",NA,You and your friend are at a pet show and you see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",10808,critical,images/dog-parade-basic2.png,images/pug.png,pug,small,prize-winner,small,congruent,subj,Your friend says: <br/><b>That small pug is a prize-winner.</b>,workerid_0010,Tue Jun 23 2020 15:02:02 GMT-0400 (Eastern Daylight Time),1592938922732,jennifer,yes,47,male,some_college,english,1,no,1,no comments,35
custom_main_text2,4,NA,"NA","NA","NA","NA","NA",dogs1,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",dogs,"NA",NA,You and your friend are at an animal training ground and you see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",9176,critical,images/dog-parade-basic.png,images/chihuahua.png,chihuahua,small,service-animal,small,congruent,pred,Your friend says: <br/><b>That service-animal is a small chihuahua.</b>,workerid_0010,Tue Jun 23 2020 15:02:02 GMT-0400 (Eastern Daylight Time),1592938922732,jennifer,yes,47,male,some_college,english,1,no,1,no comments,35
warmup1,1,1,hummingbird,eagle,birds,warmup/hummingbird2.png,warmup/eagle2.png,birds,birds,Please label the pictures below.,This is a ,These are both ,This is an ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0011,Wed Jun 24 2020 01:11:11 GMT+0530 (India Standard Time),1592941271338,elizabeth,yes,26,male,graduated_college,english,1,no,1,its good,35
warmup1,2,1,dandelion,sunflower,flower,warmup/dandelion2.png,warmup/sunflower2.png,flowers,flowers,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0011,Wed Jun 24 2020 01:11:11 GMT+0530 (India Standard Time),1592941271338,elizabeth,yes,26,male,graduated_college,english,1,no,1,its good,35
comp_class_warmup,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",apartments,comp_class_warmup,1,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,"<b> Speaker A: ""The Empire State Building is tall.""</b>",<i>What do you think Speaker A meant? </i>,The Empire State Building is tall relative to other ,"buildings, skyscrapers, houses, constructions (choose one)",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0011,Wed Jun 24 2020 01:11:11 GMT+0530 (India Standard Time),1592941271338,elizabeth,yes,26,male,graduated_college,english,1,no,1,its good,35
comp_class_warmup,1,2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",apartments,comp_class_warmup,1,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,"<b> Speaker A: ""The Empire State Building is tall.""</b>",<i>What do you think Speaker A meant? </i>,The Empire State Building is tall relative to other ,"buildings, skyscrapers, houses, constructions (choose one)",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0011,Wed Jun 24 2020 01:11:11 GMT+0530 (India Standard Time),1592941271338,elizabeth,yes,26,male,graduated_college,english,1,no,1,its good,35
comp_class_warmup,1,3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",apartments,comp_class_warmup,1,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,"<b> Speaker A: ""The Empire State Building is tall.""</b>",<i>What do you think Speaker A meant? </i>,The Empire State Building is tall relative to other ,"buildings, skyscrapers, houses, constructions (choose one)",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0011,Wed Jun 24 2020 01:11:11 GMT+0530 (India Standard Time),1592941271338,elizabeth,yes,26,male,graduated_college,english,1,no,1,its good,35
comp_class_warmup,1,4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",apartments,comp_class_warmup,1,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,"<b> Speaker A: ""The Empire State Building is tall.""</b>",<i>What do you think Speaker A meant? </i>,The Empire State Building is tall relative to other ,"buildings, skyscrapers, houses, constructions (choose one)",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0011,Wed Jun 24 2020 01:11:11 GMT+0530 (India Standard Time),1592941271338,elizabeth,yes,26,male,graduated_college,english,1,no,1,its good,35
comp_class_warmup,1,5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",apartments,comp_class_warmup,1,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,"<b> Speaker A: ""The Empire State Building is tall.""</b>",<i>What do you think Speaker A meant? </i>,The Empire State Building is tall relative to other ,"buildings, skyscrapers, houses, constructions (choose one)",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0011,Wed Jun 24 2020 01:11:11 GMT+0530 (India Standard Time),1592941271338,elizabeth,yes,26,male,graduated_college,english,1,no,1,its good,35
comp_class_warmup,1,6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",apartments,comp_class_warmup,1,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,"<b> Speaker A: ""The Empire State Building is tall.""</b>",<i>What do you think Speaker A meant? </i>,The Empire State Building is tall relative to other ,"buildings, skyscrapers, houses, constructions (choose one)",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0011,Wed Jun 24 2020 01:11:11 GMT+0530 (India Standard Time),1592941271338,elizabeth,yes,26,male,graduated_college,english,1,no,1,its good,35
comp_class_warmup,1,7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",apartments,comp_class_warmup,1,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,"<b> Speaker A: ""The Empire State Building is tall.""</b>",<i>What do you think Speaker A meant? </i>,The Empire State Building is tall relative to other ,"buildings, skyscrapers, houses, constructions (choose one)",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0011,Wed Jun 24 2020 01:11:11 GMT+0530 (India Standard Time),1592941271338,elizabeth,yes,26,male,graduated_college,english,1,no,1,its good,35
comp_class_warmup,1,8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",apartments,comp_class_warmup,1,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,"<b> Speaker A: ""The Empire State Building is tall.""</b>",<i>What do you think Speaker A meant? </i>,The Empire State Building is tall relative to other ,"buildings, skyscrapers, houses, constructions (choose one)",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0011,Wed Jun 24 2020 01:11:11 GMT+0530 (India Standard Time),1592941271338,elizabeth,yes,26,male,graduated_college,english,1,no,1,its good,35
comp_class_warmup,1,9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",skyscrapers,comp_class_warmup,1,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,"<b> Speaker A: ""The Empire State Building is tall.""</b>",<i>What do you think Speaker A meant? </i>,The Empire State Building is tall relative to other ,"buildings, skyscrapers, houses, constructions (choose one)",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0011,Wed Jun 24 2020 01:11:11 GMT+0530 (India Standard Time),1592941271338,elizabeth,yes,26,male,graduated_college,english,1,no,1,its good,35
custom_main_text1,1,NA,"NA","NA","NA","NA","NA",flowers,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",friend,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",19974,filler,images/flower-parade-basic_filler.png,images/dandelion_filler.png,dandelion,small,gift,small,congruent,pred,Your friend says: <br/><b>That's a small dandelion.</b>,workerid_0011,Wed Jun 24 2020 01:11:11 GMT+0530 (India Standard Time),1592941271338,elizabeth,yes,26,male,graduated_college,english,1,no,1,its good,35
custom_main_text1,2,NA,"NA","NA","NA","NA","NA",birds,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",hummimgbird,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",95384,filler,images/bird-parade-basic_filler.png,images/hummingbird_filler.png,hummingbird,small,rescue,small,congruent,subj,Your friend says: <br/><b>That hummingbird is small.</b>,workerid_0011,Wed Jun 24 2020 01:11:11 GMT+0530 (India Standard Time),1592941271338,elizabeth,yes,26,male,graduated_college,english,1,no,1,its good,35
custom_main_text1,3,NA,"NA","NA","NA","NA","NA",birds,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",eagle,"NA",NA,You visit your friend who works at an animal shelter and you see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",16951,critical,images/bird-parade-basic.png,images/eagle.png,eagle,big,rescue,big,congruent,pred,Your friend says: <br/><b>That rescue is a big eagle.</b>,workerid_0011,Wed Jun 24 2020 01:11:11 GMT+0530 (India Standard Time),1592941271338,elizabeth,yes,26,male,graduated_college,english,1,no,1,its good,35
